po_id,project_id,material_id,supplier_id,po_date,required_date,ordered_quantity,unit_price,total_value,payment_terms_days,priority,po_status,expected_delivery_date
PO-0015584,PRJ-0101,MAT-0215,SUP-0251,2019-10-05,2019-10-30,208,11089.89,2306697.12,45,High,Closed,2019-10-14
PO-0015585,PRJ-0101,MAT-0153,SUP-0149,2018-05-31,2018-09-09,392,995.8,390353.6,90,High,Closed,2018-08-22
PO-0015586,PRJ-0101,MAT-0055,SUP-0111,2019-08-23,2019-10-15,24,2295.61,55094.64,90,Normal,Delivered,2019-10-02
PO-0015587,PRJ-0101,MAT-0087,SUP-0084,2019-05-02,2019-07-15,648,3287.76,2130468.48,45,Normal,Delivered,2019-06-25
PO-0015588,PRJ-0101,MAT-0097,SUP-0109,2020-03-23,2020-05-28,385,18915.28,7282382.8,60,High,Delivered,2020-05-10
PO-0015589,PRJ-0101,MAT-0022,SUP-0126,2020-07-19,2020-07-21,144,1182.25,170244.0,90,Normal,Closed,2020-08-26
PO-0015590,PRJ-0101,MAT-0238,SUP-0283,2020-06-17,2020-07-21,378,10282.96,3886958.88,30,Normal,Closed,2020-07-29
PO-0015591,PRJ-0101,MAT-0049,SUP-0038,2020-07-15,2020-07-21,357,12807.16,4572156.12,90,High,Open,2020-08-13
PO-0015592,PRJ-0101,MAT-0083,SUP-0218,2019-07-19,2019-08-19,99,7308.62,723553.38,60,High,Delivered,2019-08-04
PO-0015593,PRJ-0101,MAT-0241,SUP-0194,2019-01-27,2019-03-06,630,6546.14,4124068.2,60,High,Delivered,2019-02-19
PO-0015594,PRJ-0101,MAT-0103,SUP-0003,2019-07-26,2019-10-02,234,14499.99,3392997.66,30,Normal,Delivered,2019-09-19
PO-0015595,PRJ-0101,MAT-0215,SUP-0046,2018-11-06,2018-12-01,160,11048.28,1767724.8,30,Normal,Delivered,2018-11-13
PO-0015596,PRJ-0101,MAT-0005,SUP-0119,2019-10-06,2019-12-28,77,2789.56,214796.12,60,Normal,Delivered,2019-12-15
PO-0015597,PRJ-0101,MAT-0135,SUP-0272,2020-05-11,2020-07-21,650,1550.34,1007721.0,45,Normal,Partially Delivered,2020-07-16
PO-0015598,PRJ-0101,MAT-0111,SUP-0208,2018-07-31,2018-10-21,13,4876.19,63390.47,30,Normal,Closed,2018-10-06
PO-0015599,PRJ-0101,MAT-0097,SUP-0294,2020-02-24,2020-04-30,220,20598.25,4531615.0,30,Normal,Delivered,2020-04-16
PO-0015600,PRJ-0101,MAT-0147,SUP-0111,2019-03-26,2019-04-24,134,9825.17,1316572.78,90,High,Closed,2019-04-15
PO-0015601,PRJ-0101,MAT-0243,SUP-0218,2020-05-19,2020-06-15,44,4532.12,199413.28,60,High,Delivered,2020-06-05
PO-0015602,PRJ-0101,MAT-0072,SUP-0099,2019-01-08,2019-02-07,1120,7788.11,8722683.2,30,Normal,Closed,2019-01-30
PO-0015603,PRJ-0101,MAT-0175,SUP-0087,2019-02-06,2019-03-14,882,10020.74,8838292.68,30,Normal,Delivered,2019-02-27
PO-0015604,PRJ-0101,MAT-0241,SUP-0285,2018-12-08,2019-01-15,567,6560.3,3719690.1,60,Normal,Delivered,2018-12-30
PO-0015605,PRJ-0101,MAT-0204,SUP-0124,2018-06-24,2018-09-19,620,821.33,509224.6,90,Normal,Partially Delivered,2018-08-30
PO-0015606,PRJ-0101,MAT-0071,SUP-0061,2019-05-18,2019-08-13,847,28163.95,23854865.65,60,Critical,Delivered,2019-08-08
PO-0015607,PRJ-0101,MAT-0242,SUP-0204,2019-01-12,2019-02-23,22,4418.18,97199.96,90,Normal,Delivered,2019-02-08
PO-0015608,PRJ-0101,MAT-0133,SUP-0018,2018-12-18,2019-02-17,98,17284.1,1693841.8,45,Critical,Open,2019-02-09
PO-0015609,PRJ-0101,MAT-0073,SUP-0111,2019-05-28,2019-07-10,56,13403.48,750594.88,90,High,Closed,2019-06-25
PO-0015610,PRJ-0101,MAT-0209,SUP-0100,2018-12-21,2019-02-17,152,8417.18,1279411.36,60,Normal,Delivered,2019-01-28
PO-0015611,PRJ-0101,MAT-0024,SUP-0302,2018-07-25,2018-10-10,162,2143.54,347253.48,30,Normal,Partially Delivered,2018-10-01
PO-0015612,PRJ-0101,MAT-0249,SUP-0316,2019-03-07,2019-05-07,948,10623.28,10070869.44,30,Normal,Delivered,2019-04-22
PO-0015613,PRJ-0101,MAT-0143,SUP-0138,2018-07-10,2018-09-25,352,3331.72,1172765.44,60,High,Delivered,2018-09-05
PO-0015614,PRJ-0101,MAT-0004,SUP-0086,2019-05-05,2019-08-13,63,6945.73,437580.99,30,Normal,Closed,2019-07-26
PO-0015615,PRJ-0101,MAT-0109,SUP-0170,2020-07-05,2020-07-21,620,6275.76,3890971.2,30,High,Delivered,2020-09-02
PO-0015616,PRJ-0101,MAT-0052,SUP-0241,2018-09-10,2018-12-01,400,2079.14,831656.0,30,High,Delivered,2018-11-16
PO-0015617,PRJ-0101,MAT-0077,SUP-0278,2019-01-18,2019-02-17,45,1667.46,75035.7,45,Critical,Delivered,2019-02-13
PO-0015618,PRJ-0101,MAT-0199,SUP-0132,2018-10-28,2018-12-06,30,3235.01,97050.3,45,High,Delivered,2018-11-13
PO-0015619,PRJ-0101,MAT-0118,SUP-0019,2020-01-25,2020-04-27,896,3972.24,3559127.04,30,Normal,Closed,2020-04-16
PO-0015620,PRJ-0101,MAT-0211,SUP-0310,2019-10-20,2019-11-26,40,2110.06,84402.4,45,Normal,Delivered,2019-11-07
PO-0015621,PRJ-0101,MAT-0169,SUP-0026,2018-09-07,2018-10-12,36,7083.18,254994.48,45,Normal,Delivered,2018-09-20
PO-0015622,PRJ-0101,MAT-0200,SUP-0076,2018-12-01,2018-12-31,475,1662.13,789511.75,30,Normal,Delivered,2018-12-11
PO-0015623,PRJ-0101,MAT-0205,SUP-0149,2020-04-08,2020-05-23,11,3406.55,37472.05,90,Normal,Delivered,2020-05-01
PO-0015624,PRJ-0101,MAT-0228,SUP-0302,2019-06-28,2019-09-12,90,5904.42,531397.8,30,High,Closed,2019-09-02
PO-0015625,PRJ-0101,MAT-0123,SUP-0030,2019-09-16,2019-09-27,20,1065.37,21307.4,45,Critical,Closed,2019-09-24
PO-0015626,PRJ-0101,MAT-0067,SUP-0343,2018-10-06,2018-12-14,384,5670.21,2177360.64,60,Normal,Delivered,2018-11-21
PO-0015627,PRJ-0101,MAT-0129,SUP-0174,2018-12-19,2019-02-21,6,2033.01,12198.06,60,Normal,Delivered,2019-02-06
PO-0015628,PRJ-0101,MAT-0053,SUP-0014,2018-06-30,2018-07-14,319,14906.02,4755020.38,60,High,Closed,2018-07-03
PO-0015629,PRJ-0101,MAT-0166,SUP-0305,2019-10-21,2019-11-22,224,4269.95,956468.8,45,High,Delivered,2019-11-15
PO-0015630,PRJ-0101,MAT-0140,SUP-0152,2020-01-30,2020-02-27,40,10646.51,425860.4,90,Critical,Delivered,2020-02-25
PO-0015631,PRJ-0101,MAT-0077,SUP-0324,2020-06-22,2020-07-21,70,1580.52,110636.4,45,Critical,Closed,2020-07-21
PO-0015632,PRJ-0101,MAT-0090,SUP-0271,2019-12-10,2020-02-28,996,3452.47,3438660.12,60,Normal,Delivered,2020-02-19
PO-0015633,PRJ-0101,MAT-0213,SUP-0172,2020-06-05,2020-07-04,209,4654.83,972859.47,90,Normal,Closed,2020-06-19
PO-0015634,PRJ-0101,MAT-0161,SUP-0130,2019-09-28,2019-10-26,216,2196.63,474472.08,45,High,Delivered,2019-10-06
PO-0015635,PRJ-0101,MAT-0087,SUP-0253,2019-05-10,2019-07-23,432,3503.71,1513602.72,60,High,Delivered,2019-07-05
PO-0015636,PRJ-0101,MAT-0212,SUP-0030,2020-07-13,2020-07-21,265,35615.46,9438096.9,45,High,Delivered,2020-08-24
PO-0015637,PRJ-0101,MAT-0108,SUP-0283,2018-09-11,2018-10-07,741,13481.81,9990021.21,30,Normal,Delivered,2018-09-21
PO-0015638,PRJ-0101,MAT-0056,SUP-0134,2018-06-15,2018-07-26,24,39911.32,957871.68,45,Normal,Delivered,2018-07-11
PO-0015639,PRJ-0101,MAT-0091,SUP-0026,2020-04-01,2020-06-05,248,6041.99,1498413.52,45,Critical,Delivered,2020-06-01
PO-0015640,PRJ-0101,MAT-0056,SUP-0278,2018-09-25,2018-11-05,48,46198.17,2217512.16,45,Normal,Partially Delivered,2018-10-24
PO-0015641,PRJ-0101,MAT-0029,SUP-0234,2019-05-05,2019-06-05,316,1399.66,442292.56,30,High,Delivered,2019-05-16
PO-0015642,PRJ-0101,MAT-0148,SUP-0168,2018-05-31,2018-08-07,120,37964.66,4555759.2,90,High,Delivered,2018-07-28
PO-0015643,PRJ-0101,MAT-0087,SUP-0209,2018-10-16,2018-12-29,54,3213.72,173540.88,30,Normal,Open,2018-12-08
PO-0015644,PRJ-0101,MAT-0247,SUP-0199,2019-11-18,2020-02-17,336,4895.78,1644982.08,90,Normal,Delivered,2020-01-30
PO-0015645,PRJ-0102,MAT-0171,SUP-0305,2023-09-03,2023-11-11,343,769.4,263904.2,45,Normal,Delivered,2023-10-31
PO-0015646,PRJ-0102,MAT-0152,SUP-0026,2024-05-10,2024-06-05,1050,970.2,1018710.0,45,Normal,Closed,2024-08-05
PO-0015647,PRJ-0102,MAT-0228,SUP-0018,2024-01-26,2024-04-11,270,5444.55,1470028.5,45,High,Closed,2024-04-02
PO-0015648,PRJ-0102,MAT-0245,SUP-0262,2022-04-03,2022-07-16,376,1862.21,700190.96,45,High,Delivered,2022-07-02
PO-0015649,PRJ-0102,MAT-0089,SUP-0027,2022-05-19,2022-08-24,324,6864.17,2223991.08,60,High,Closed,2022-08-08
PO-0015650,PRJ-0102,MAT-0164,SUP-0310,2024-03-11,2024-05-09,1204,11269.44,13568405.76,45,Normal,Delivered,2024-04-18
PO-0015651,PRJ-0102,MAT-0144,SUP-0010,2022-09-23,2022-12-11,160,7211.87,1153899.2,30,High,Closed,2022-12-02
PO-0015652,PRJ-0102,MAT-0032,SUP-0296,2022-05-23,2022-06-24,399,8032.77,3205075.23,45,Normal,Delivered,2022-06-09
PO-0015653,PRJ-0102,MAT-0142,SUP-0174,2022-04-30,2022-06-16,960,1274.5,1223520.0,60,High,Delivered,2022-06-06
PO-0015654,PRJ-0102,MAT-0090,SUP-0045,2023-07-17,2023-10-05,498,2807.55,1398159.9,45,Normal,Open,2023-09-29
PO-0015655,PRJ-0102,MAT-0200,SUP-0031,2023-08-12,2023-09-11,1235,1771.32,2187580.2,30,High,Partially Delivered,2023-08-23
PO-0015656,PRJ-0102,MAT-0085,SUP-0263,2024-02-04,2024-03-29,260,5382.24,1399382.4,90,High,Closed,2024-03-20
PO-0015657,PRJ-0102,MAT-0207,SUP-0287,2023-11-02,2024-01-21,300,26970.59,8091177.0,90,Normal,Delivered,2024-01-11
PO-0015658,PRJ-0102,MAT-0101,SUP-0293,2022-09-30,2022-11-07,118,1640.74,193607.32,60,Normal,Delivered,2022-10-18
PO-0015659,PRJ-0102,MAT-0001,SUP-0062,2024-04-12,2024-06-05,100,12688.09,1268809.0,90,Normal,Delivered,2024-06-28
PO-0015660,PRJ-0102,MAT-0153,SUP-0341,2023-08-12,2023-11-21,672,999.41,671603.52,30,Normal,Delivered,2023-10-30
PO-0015661,PRJ-0102,MAT-0098,SUP-0215,2022-06-09,2022-07-06,60,1093.03,65581.8,45,Normal,Delivered,2022-06-18
PO-0015662,PRJ-0102,MAT-0056,SUP-0344,2022-10-23,2022-12-03,264,46793.3,12353431.2,90,Normal,Delivered,2022-11-19
PO-0015663,PRJ-0102,MAT-0117,SUP-0055,2023-06-21,2023-09-23,387,8659.19,3351106.53,60,Critical,Closed,2023-09-19
PO-0015664,PRJ-0102,MAT-0105,SUP-0350,2022-09-16,2022-10-20,100,5749.02,574902.0,90,Normal,Delivered,2022-10-02
PO-0015665,PRJ-0102,MAT-0245,SUP-0154,2022-06-19,2022-10-01,470,2255.6,1060132.0,90,Normal,Delivered,2022-09-16
PO-0015666,PRJ-0102,MAT-0107,SUP-0278,2024-03-11,2024-05-24,1012,1539.68,1558156.16,45,Normal,Delivered,2024-05-04
PO-0015667,PRJ-0102,MAT-0106,SUP-0085,2022-12-15,2023-03-27,451,5138.68,2317544.68,60,Normal,Delivered,2023-03-12
PO-0015668,PRJ-0102,MAT-0216,SUP-0155,2022-08-23,2022-12-03,120,16228.53,1947423.6,60,High,Partially Delivered,2022-11-19
PO-0015669,PRJ-0102,MAT-0042,SUP-0130,2023-11-15,2024-01-10,312,24361.55,7600803.6,45,High,Closed,2023-12-22
PO-0015670,PRJ-0102,MAT-0237,SUP-0039,2023-06-14,2023-08-09,1092,12160.11,13278840.12,30,High,Delivered,2023-07-23
PO-0015671,PRJ-0102,MAT-0164,SUP-0297,2022-06-07,2022-08-05,172,9826.01,1690073.72,60,High,Delivered,2022-07-19
PO-0015672,PRJ-0102,MAT-0019,SUP-0276,2022-10-12,2022-11-08,66,3200.57,211237.62,45,Normal,Delivered,2022-10-29
PO-0015673,PRJ-0102,MAT-0045,SUP-0205,2024-04-17,2024-06-05,1209,3805.42,4600752.78,60,Critical,Delivered,2024-06-03
PO-0015674,PRJ-0102,MAT-0027,SUP-0151,2023-05-17,2023-07-28,50,24802.3,1240115.0,90,Normal,Closed,2023-07-15
PO-0015675,PRJ-0102,MAT-0166,SUP-0269,2023-03-21,2023-04-22,160,4044.2,647072.0,60,High,Partially Delivered,2023-04-15
PO-0015676,PRJ-0102,MAT-0075,SUP-0023,2024-03-01,2024-03-21,1008,1065.74,1074265.92,90,Normal,Open,2024-03-11
PO-0015677,PRJ-0102,MAT-0159,SUP-0340,2022-11-28,2023-02-15,702,3628.48,2547192.96,45,High,Delivered,2023-01-27
PO-0015678,PRJ-0102,MAT-0003,SUP-0209,2022-10-12,2023-01-18,440,5839.52,2569388.8,30,Normal,Delivered,2023-01-01
PO-0015679,PRJ-0102,MAT-0229,SUP-0268,2023-06-09,2023-07-26,644,3441.01,2216010.44,45,Normal,Closed,2023-07-10
PO-0015680,PRJ-0102,MAT-0159,SUP-0015,2024-03-25,2024-06-05,78,3586.6,279754.8,90,Normal,Closed,2024-05-25
PO-0015681,PRJ-0102,MAT-0094,SUP-0250,2022-04-14,2022-07-31,960,721.59,692726.4,90,Normal,Delivered,2022-07-09
PO-0015682,PRJ-0102,MAT-0243,SUP-0184,2024-02-21,2024-03-19,8,4873.12,38984.96,60,Normal,Delivered,2024-03-10
PO-0015683,PRJ-0102,MAT-0173,SUP-0275,2023-07-15,2023-10-25,1344,1679.38,2257086.72,60,Normal,Delivered,2023-10-04
PO-0015684,PRJ-0102,MAT-0043,SUP-0006,2023-03-06,2023-04-08,890,28043.1,24958359.0,45,Normal,Partially Delivered,2023-03-19
PO-0015685,PRJ-0102,MAT-0168,SUP-0341,2022-07-06,2022-10-12,568,1838.08,1044029.44,30,Normal,Closed,2022-09-23
PO-0015686,PRJ-0102,MAT-0115,SUP-0147,2023-06-30,2023-07-14,980,765.26,749954.8,30,High,Delivered,2023-07-05
PO-0015687,PRJ-0102,MAT-0036,SUP-0270,2023-10-31,2024-02-15,161,3066.96,493780.56,60,Normal,Delivered,2024-01-26
PO-0015688,PRJ-0102,MAT-0156,SUP-0156,2022-10-03,2022-11-16,948,6885.45,6527406.6,45,Normal,Delivered,2022-10-27
PO-0015689,PRJ-0102,MAT-0205,SUP-0334,2023-08-29,2023-10-13,66,3766.69,248601.54,60,Normal,Delivered,2023-09-23
PO-0015690,PRJ-0102,MAT-0159,SUP-0001,2023-06-05,2023-08-23,936,3342.36,3128448.96,60,Normal,Partially Delivered,2023-08-03
PO-0015691,PRJ-0102,MAT-0123,SUP-0322,2024-05-24,2024-06-04,80,1019.17,81533.6,60,Critical,Delivered,2024-05-31
PO-0015692,PRJ-0102,MAT-0126,SUP-0231,2022-07-15,2022-10-10,54,1997.31,107854.74,45,Normal,Partially Delivered,2022-09-25
PO-0015693,PRJ-0102,MAT-0120,SUP-0174,2022-06-23,2022-07-18,1176,1957.89,2302478.64,60,Critical,Closed,2022-07-13
PO-0015694,PRJ-0102,MAT-0238,SUP-0305,2023-06-22,2023-08-17,252,9489.6,2391379.2,45,Normal,Delivered,2023-08-07
PO-0015695,PRJ-0102,MAT-0066,SUP-0304,2024-06-01,2024-06-05,576,6717.47,3869262.72,30,High,Delivered,2024-07-28
PO-0015696,PRJ-0102,MAT-0184,SUP-0061,2023-08-02,2023-10-04,560,1594.31,892813.6,60,High,Closed,2023-09-21
PO-0015697,PRJ-0102,MAT-0225,SUP-0220,2024-02-03,2024-04-24,580,7659.2,4442336.0,30,High,Closed,2024-04-08
PO-0015698,PRJ-0102,MAT-0077,SUP-0169,2022-10-21,2022-11-20,50,1580.8,79040.0,30,Critical,Closed,2022-11-18
PO-0015699,PRJ-0102,MAT-0011,SUP-0086,2023-05-11,2023-06-23,704,11117.98,7827057.92,30,Normal,Delivered,2023-06-08
PO-0015700,PRJ-0102,MAT-0053,SUP-0027,2022-09-23,2022-10-07,58,17145.11,994416.38,60,High,Delivered,2022-09-30
PO-0015701,PRJ-0102,MAT-0107,SUP-0142,2022-05-15,2022-07-28,644,1686.53,1086125.32,30,Normal,Open,2022-07-08
PO-0015702,PRJ-0102,MAT-0034,SUP-0276,2023-05-21,2023-07-20,126,5417.61,682618.86,45,Normal,Delivered,2023-07-07
PO-0015703,PRJ-0102,MAT-0185,SUP-0244,2024-03-26,2024-05-27,216,3930.88,849070.08,45,High,Closed,2024-05-14
PO-0015704,PRJ-0102,MAT-0049,SUP-0271,2022-10-13,2022-11-26,612,15156.18,9275582.16,60,Normal,Delivered,2022-11-11
PO-0015705,PRJ-0102,MAT-0015,SUP-0010,2023-03-23,2023-05-28,711,10721.93,7623292.23,30,Normal,Closed,2023-05-13
PO-0015706,PRJ-0102,MAT-0107,SUP-0031,2024-05-25,2024-06-05,276,1768.78,488183.28,30,Normal,Delivered,2024-07-18
PO-0015707,PRJ-0102,MAT-0047,SUP-0259,2023-04-15,2023-06-17,946,2245.24,2123997.04,45,High,Delivered,2023-06-10
PO-0015708,PRJ-0102,MAT-0001,SUP-0032,2022-05-27,2022-08-27,100,12672.54,1267254.0,60,Normal,Delivered,2022-08-11
PO-0015709,PRJ-0102,MAT-0040,SUP-0036,2023-07-01,2023-09-25,534,22749.47,12148216.98,60,High,Delivered,2023-09-16
PO-0015710,PRJ-0102,MAT-0027,SUP-0251,2023-10-05,2023-12-16,70,22957.59,1607031.3,45,Normal,Delivered,2023-12-05
PO-0015711,PRJ-0102,MAT-0023,SUP-0130,2022-12-10,2023-02-16,532,3093.9,1645954.8,45,Critical,Partially Delivered,2023-02-11
PO-0015712,PRJ-0102,MAT-0185,SUP-0147,2023-04-18,2023-06-19,432,4364.65,1885528.8,30,Normal,Delivered,2023-06-09
PO-0015713,PRJ-0102,MAT-0211,SUP-0305,2024-03-20,2024-04-26,88,2046.99,180135.12,45,High,Closed,2024-04-09
PO-0015714,PRJ-0102,MAT-0085,SUP-0249,2022-07-31,2022-09-23,780,4669.09,3641890.2,90,Normal,Partially Delivered,2022-09-15
PO-0015715,PRJ-0102,MAT-0159,SUP-0034,2022-05-28,2022-08-15,312,3280.2,1023422.4,90,Normal,Delivered,2022-07-29
PO-0015716,PRJ-0102,MAT-0196,SUP-0321,2023-07-16,2023-09-08,280,4830.29,1352481.2,30,Normal,Partially Delivered,2023-08-20
PO-0015717,PRJ-0102,MAT-0197,SUP-0080,2023-05-23,2023-08-13,12,776.14,9313.68,30,Normal,Delivered,2023-07-29
PO-0015718,PRJ-0102,MAT-0214,SUP-0205,2023-01-16,2023-02-25,605,6617.93,4003847.65,60,Critical,Partially Delivered,2023-02-24
PO-0015719,PRJ-0102,MAT-0064,SUP-0322,2022-12-26,2023-01-21,166,1836.86,304918.76,60,Normal,Delivered,2023-01-06
PO-0015720,PRJ-0102,MAT-0199,SUP-0126,2023-04-27,2023-06-05,84,3600.32,302426.88,90,Normal,Delivered,2023-05-16
PO-0015721,PRJ-0102,MAT-0114,SUP-0297,2022-11-14,2023-01-18,18,8400.17,151203.06,60,Normal,Delivered,2022-12-29
PO-0015722,PRJ-0102,MAT-0133,SUP-0164,2022-11-22,2023-01-22,196,17825.2,3493739.2,30,Critical,Delivered,2023-01-19
PO-0015723,PRJ-0102,MAT-0218,SUP-0097,2023-01-14,2023-04-06,34,8042.9,273458.6,30,Normal,Delivered,2023-03-19
PO-0015724,PRJ-0102,MAT-0246,SUP-0297,2023-05-29,2023-07-11,392,2875.96,1127376.32,60,Normal,Closed,2023-06-30
PO-0015725,PRJ-0103,MAT-0227,SUP-0041,2020-01-23,2020-03-02,320,17479.17,5593334.4,60,Critical,Delivered,2020-02-25
PO-0015726,PRJ-0103,MAT-0219,SUP-0151,2020-03-28,2020-06-23,24,45585.17,1094044.08,90,Normal,Partially Delivered,2020-06-08
PO-0015727,PRJ-0103,MAT-0091,SUP-0332,2020-03-10,2020-05-14,310,5536.77,1716398.7,90,Critical,Open,2020-05-09
PO-0015728,PRJ-0103,MAT-0047,SUP-0168,2020-01-27,2020-03-30,1118,1873.72,2094818.96,90,High,Closed,2020-03-19
PO-0015729,PRJ-0103,MAT-0127,SUP-0084,2020-02-25,2020-04-19,414,6918.38,2864209.32,45,High,Closed,2020-04-10
PO-0015730,PRJ-0103,MAT-0016,SUP-0254,2020-04-01,2020-05-13,246,11221.34,2760449.64,90,Normal,Delivered,2020-04-29
PO-0015731,PRJ-0103,MAT-0063,SUP-0007,2020-06-03,2020-06-30,308,7217.83,2223091.64,90,Normal,Delivered,2020-07-26
PO-0015732,PRJ-0103,MAT-0098,SUP-0257,2020-04-15,2020-05-12,80,1165.66,93252.8,90,Normal,Partially Delivered,2020-04-22
PO-0015733,PRJ-0103,MAT-0005,SUP-0205,2020-04-22,2020-06-30,91,2415.81,219838.71,60,Normal,Delivered,2020-07-04
PO-0015734,PRJ-0103,MAT-0128,SUP-0311,2020-05-28,2020-06-15,765,2118.36,1620545.4,60,Critical,Delivered,2020-06-10
PO-0015735,PRJ-0103,MAT-0007,SUP-0163,2019-11-13,2020-02-03,444,39058.61,17342022.84,90,Normal,Partially Delivered,2020-01-14
PO-0015736,PRJ-0103,MAT-0014,SUP-0305,2019-08-19,2019-11-14,56,14550.52,814829.12,45,Normal,Delivered,2019-11-04
PO-0015737,PRJ-0103,MAT-0030,SUP-0103,2020-01-05,2020-03-16,118,1128.06,133111.08,45,Normal,Open,2020-03-05
PO-0015738,PRJ-0103,MAT-0193,SUP-0314,2019-09-20,2019-10-05,1176,35654.31,41929468.56,90,High,Delivered,2019-09-25
PO-0015739,PRJ-0103,MAT-0173,SUP-0283,2019-09-10,2019-12-21,576,1639.17,944161.92,30,Normal,Delivered,2019-12-05
PO-0015740,PRJ-0103,MAT-0060,SUP-0341,2019-08-14,2019-11-17,54,6176.37,333523.98,30,Normal,Delivered,2019-10-28
PO-0015741,PRJ-0103,MAT-0246,SUP-0039,2020-01-29,2020-03-12,784,3025.16,2371725.44,30,High,Delivered,2020-02-28
PO-0015742,PRJ-0103,MAT-0118,SUP-0210,2020-06-09,2020-06-30,448,3632.17,1627212.16,60,High,Delivered,2020-09-01
PO-0015743,PRJ-0103,MAT-0104,SUP-0258,2020-03-04,2020-05-26,120,4479.0,537480.0,30,High,Delivered,2020-05-07
PO-0015744,PRJ-0103,MAT-0215,SUP-0030,2019-11-04,2019-11-29,224,11023.59,2469284.16,45,Normal,Closed,2019-11-11
PO-0015745,PRJ-0103,MAT-0107,SUP-0298,2019-10-17,2019-12-30,552,1766.85,975301.2,30,Normal,Delivered,2019-12-10
PO-0015746,PRJ-0103,MAT-0109,SUP-0003,2020-06-23,2020-06-30,496,5831.95,2892647.2,30,High,Delivered,2020-08-20
PO-0015747,PRJ-0103,MAT-0115,SUP-0328,2020-03-26,2020-04-09,700,707.25,495075.0,90,Normal,Partially Delivered,2020-03-29
PO-0015748,PRJ-0103,MAT-0051,SUP-0014,2020-05-18,2020-06-14,300,5539.96,1661988.0,60,Normal,Open,2020-05-31
PO-0015749,PRJ-0103,MAT-0235,SUP-0234,2019-12-26,2020-03-12,144,13102.96,1886826.24,30,High,Closed,2020-02-22
PO-0015750,PRJ-0103,MAT-0131,SUP-0200,2020-05-28,2020-06-30,84,7963.7,668950.8,45,Normal,Open,2020-08-19
PO-0015751,PRJ-0103,MAT-0212,SUP-0181,2020-01-11,2020-03-08,689,30487.37,21005797.93,60,Normal,Open,2020-02-24
PO-0015752,PRJ-0103,MAT-0054,SUP-0315,2020-02-02,2020-05-01,60,4401.83,264109.8,30,Normal,Delivered,2020-04-15
PO-0015753,PRJ-0103,MAT-0058,SUP-0086,2019-08-30,2019-12-01,195,1763.83,343946.85,30,High,Partially Delivered,2019-11-21
PO-0015754,PRJ-0103,MAT-0211,SUP-0002,2019-08-22,2019-09-28,72,2129.42,153318.24,45,High,Partially Delivered,2019-09-07
PO-0015755,PRJ-0103,MAT-0170,SUP-0297,2020-05-26,2020-06-30,868,1021.85,886965.8,60,Normal,Delivered,2020-08-01
PO-0015756,PRJ-0103,MAT-0190,SUP-0249,2019-08-17,2019-10-04,104,4995.85,519568.4,90,High,Delivered,2019-09-24
PO-0015757,PRJ-0103,MAT-0054,SUP-0084,2020-02-05,2020-05-04,300,4506.93,1352079.0,45,Normal,Delivered,2020-04-16
PO-0015758,PRJ-0103,MAT-0158,SUP-0049,2020-05-22,2020-06-30,190,3034.51,576556.9,60,Critical,Partially Delivered,2020-07-04
PO-0015759,PRJ-0103,MAT-0056,SUP-0283,2020-05-18,2020-06-28,192,37272.84,7156385.28,30,Normal,Delivered,2020-06-15
PO-0015760,PRJ-0103,MAT-0096,SUP-0007,2020-06-23,2020-06-30,32,17610.94,563550.08,90,High,Delivered,2020-08-05
PO-0015761,PRJ-0103,MAT-0204,SUP-0081,2020-01-25,2020-04-21,248,908.62,225337.76,45,Normal,Delivered,2020-04-01
PO-0015762,PRJ-0103,MAT-0159,SUP-0285,2020-04-01,2020-06-19,1092,3332.13,3638685.96,60,Normal,Delivered,2020-05-31
PO-0015763,PRJ-0103,MAT-0011,SUP-0319,2020-04-16,2020-05-29,192,12889.65,2474812.8,30,Normal,Delivered,2020-05-13
PO-0015764,PRJ-0103,MAT-0143,SUP-0128,2019-10-30,2020-01-15,352,3077.73,1083360.96,30,Normal,Closed,2019-12-23
PO-0015765,PRJ-0103,MAT-0158,SUP-0262,2019-09-03,2019-10-21,19,3139.68,59653.92,45,Critical,Delivered,2019-10-15
PO-0015766,PRJ-0103,MAT-0149,SUP-0046,2019-12-08,2020-02-19,66,790.84,52195.44,30,Normal,Delivered,2020-01-27
PO-0015767,PRJ-0103,MAT-0229,SUP-0257,2019-09-30,2019-11-16,598,3102.63,1855372.74,90,High,Open,2019-11-01
PO-0015768,PRJ-0103,MAT-0218,SUP-0344,2019-09-07,2019-11-28,442,7724.26,3414122.92,90,Normal,Open,2019-11-08
PO-0015769,PRJ-0103,MAT-0060,SUP-0298,2019-09-01,2019-12-05,36,6184.79,222652.44,30,Normal,Open,2019-11-15
PO-0015770,PRJ-0103,MAT-0246,SUP-0076,2019-10-08,2019-11-20,196,2928.06,573899.76,30,Normal,Delivered,2019-11-06
PO-0015771,PRJ-0103,MAT-0067,SUP-0307,2020-01-12,2020-03-21,1248,5189.09,6475984.32,45,High,Delivered,2020-03-02
PO-0015772,PRJ-0103,MAT-0083,SUP-0040,2020-06-02,2020-06-30,117,7057.1,825680.7,45,Normal,Delivered,2020-06-18
PO-0015773,PRJ-0103,MAT-0033,SUP-0206,2019-08-18,2019-10-08,850,3464.89,2945156.5,30,Normal,Delivered,2019-09-20
