activity_id,project_id,activity_sequence,activity_name,activity_type,planned_start_date,planned_finish_date,planned_duration_days,actual_finish_date,progress_pct,critical_path_flag,baseline_cost,actual_cost,delay_days,delay_flag
ACT-009439,PRJ-0090,127,Electrical Installation,MEP,2025-09-23,2025-12-30,98,2025-12-30,100.0,0,100628.79,90710.36,0,0
ACT-009440,PRJ-0090,128,Plumbing Installation,MEP,2025-09-25,2025-11-26,62,2025-11-26,100.0,0,159815.87,173224.54,0,0
ACT-009441,PRJ-0090,129,Fire Fighting Installation,MEP,2025-09-28,2025-10-22,24,2025-10-22,100.0,0,115280.09,99388.54,0,0
ACT-009442,PRJ-0090,130,Fire Alarm Installation,MEP,2025-09-28,2025-11-28,61,2025-11-28,100.0,0,127324.82,143972.46,0,0
ACT-009443,PRJ-0090,131,Testing & Commissioning,Commissioning,2025-10-03,2025-10-23,20,2025-10-23,100.0,0,105849.75,104608.76,0,0
ACT-009444,PRJ-0090,132,Final Inspection,Commissioning,2025-10-03,2025-12-05,63,2025-12-05,100.0,1,79471.09,87560.23,0,0
ACT-009445,PRJ-0090,133,Handover,General,2025-10-10,2025-12-12,63,2025-12-12,100.0,0,101235.86,102206.99,0,0
ACT-009446,PRJ-0090,134,Mobilization,General,2025-10-11,2025-11-14,34,2025-11-26,100.0,1,194743.11,215831.93,12,1
ACT-009447,PRJ-0090,135,Site Preparation,Civil,2025-10-11,2025-12-31,81,2025-12-31,100.0,0,199740.0,220535.33,0,0
ACT-009448,PRJ-0090,136,Excavation,Civil,2025-10-13,2026-01-01,80,2026-01-01,100.0,1,168437.26,177449.18,0,0
ACT-009449,PRJ-0090,137,Foundation Works,Civil,2025-10-20,2025-12-29,70,2025-12-29,100.0,1,202286.86,209524.56,0,0
ACT-009450,PRJ-0090,138,Concrete Works,Structural,2025-10-21,2026-01-01,72,2026-01-01,100.0,0,124794.8,128259.14,0,0
ACT-009451,PRJ-0090,139,Structural Steel,Structural,2025-10-22,2026-01-01,71,2026-01-01,100.0,0,213979.39,204140.03,0,0
ACT-009452,PRJ-0090,140,Block Works,Architectural,2025-10-25,2026-01-01,68,2026-01-04,100.0,1,175066.77,193036.01,3,0
ACT-009453,PRJ-0090,141,Waterproofing,Architectural,2025-10-26,2025-11-16,21,2025-11-16,100.0,0,101971.05,104844.19,0,0
ACT-009454,PRJ-0090,142,Plastering,Architectural,2025-10-28,2025-11-21,24,2025-11-21,100.0,0,144390.32,143611.68,0,0
ACT-009455,PRJ-0090,143,Floor Finishing,Architectural,2025-10-30,2025-11-30,31,2025-11-30,100.0,1,68376.34,72876.38,0,0
ACT-009456,PRJ-0090,144,Painting,Architectural,2025-11-02,2025-11-10,8,2025-11-10,100.0,0,144299.45,146014.3,0,0
ACT-009457,PRJ-0090,145,HVAC Installation,MEP,2025-11-03,2025-12-04,31,2025-12-04,100.0,0,88204.74,91933.41,0,0
ACT-009458,PRJ-0090,146,Electrical Installation,MEP,2025-11-03,2025-11-12,9,2025-11-16,100.0,1,85727.57,91014.59,4,0
ACT-009459,PRJ-0090,147,Plumbing Installation,MEP,2025-11-05,2025-11-18,13,2025-11-18,100.0,1,130225.35,137297.04,0,0
ACT-009460,PRJ-0090,148,Fire Fighting Installation,MEP,2025-11-07,2025-11-30,23,2025-11-30,100.0,0,125793.83,120690.53,0,0
ACT-009461,PRJ-0090,149,Fire Alarm Installation,MEP,2025-11-14,2026-01-01,48,2026-01-01,100.0,1,171395.58,175419.97,0,0
ACT-009462,PRJ-0090,150,Testing & Commissioning,Commissioning,2025-11-17,2025-12-28,41,2025-12-28,100.0,0,162273.18,152405.91,0,0
ACT-009463,PRJ-0090,151,Final Inspection,Commissioning,2025-11-17,2026-01-01,45,2026-01-01,100.0,0,136034.2,132886.72,0,0
ACT-009464,PRJ-0090,152,Handover,General,2025-11-22,2025-12-16,24,2025-12-16,100.0,1,224395.75,248486.28,0,0
ACT-009465,PRJ-0090,153,Mobilization,General,2025-11-26,2025-12-10,14,2025-12-10,100.0,0,171604.96,164706.0,0,0
ACT-009466,PRJ-0090,154,Site Preparation,Civil,2025-11-27,2025-12-05,8,2025-12-05,100.0,0,169847.0,162194.68,0,0
ACT-009467,PRJ-0090,155,Excavation,Civil,2025-11-29,2025-12-18,19,2025-12-18,100.0,0,118264.38,117951.84,0,0
ACT-009468,PRJ-0090,156,Foundation Works,Civil,2025-11-30,2026-01-01,32,2026-01-01,100.0,1,179438.12,174183.11,0,0
ACT-009469,PRJ-0091,1,Mobilization,General,2018-05-05,2018-07-25,81,2018-07-25,100.0,0,110442.56,108848.71,0,0
ACT-009470,PRJ-0091,2,Site Preparation,Civil,2018-05-06,2018-06-02,27,2018-06-25,100.0,1,108226.88,115738.65,23,1
ACT-009471,PRJ-0091,3,Excavation,Civil,2018-05-11,2018-07-25,75,2018-07-25,100.0,0,160183.26,154385.63,0,0
ACT-009472,PRJ-0091,4,Foundation Works,Civil,2018-06-14,2018-08-10,57,2018-08-10,100.0,0,273063.63,267593.76,0,0
ACT-009473,PRJ-0091,5,Concrete Works,Structural,2018-06-16,2018-08-08,53,2018-08-08,100.0,1,188456.44,188128.6,0,0
ACT-009474,PRJ-0091,6,Structural Steel,Structural,2018-07-08,2018-09-12,66,2018-09-12,100.0,0,146768.38,148374.03,0,0
ACT-009475,PRJ-0091,7,Block Works,Architectural,2018-08-05,2018-10-28,84,2018-10-28,100.0,0,95996.64,89372.12,0,0
ACT-009476,PRJ-0091,8,Waterproofing,Architectural,2018-08-16,2018-11-05,81,2018-11-05,100.0,0,135912.64,110431.68,0,0
ACT-009477,PRJ-0091,9,Plastering,Architectural,2018-08-23,2018-10-07,45,2018-10-07,100.0,0,156000.31,177323.69,0,0
ACT-009478,PRJ-0091,10,Floor Finishing,Architectural,2018-08-28,2018-11-24,88,2018-11-24,100.0,0,245188.9,257987.68,0,0
ACT-009479,PRJ-0091,11,Painting,Architectural,2018-09-20,2018-12-07,78,2018-12-07,100.0,0,149669.6,152662.84,0,0
ACT-009480,PRJ-0091,12,HVAC Installation,MEP,2018-09-20,2018-11-14,55,2018-11-14,100.0,0,102515.53,88166.16,0,0
ACT-009481,PRJ-0091,13,Electrical Installation,MEP,2018-09-21,2018-11-17,57,2018-11-17,100.0,1,193416.48,194810.54,0,0
ACT-009482,PRJ-0091,14,Plumbing Installation,MEP,2018-09-21,2018-12-09,79,2018-12-09,100.0,0,170224.89,159512.89,0,0
ACT-009483,PRJ-0091,15,Fire Fighting Installation,MEP,2018-09-25,2018-09-30,5,2018-10-16,100.0,0,227216.64,227581.19,16,1
ACT-009484,PRJ-0091,16,Fire Alarm Installation,MEP,2018-09-26,2018-11-07,42,2018-11-07,100.0,0,185855.86,212272.13,0,0
ACT-009485,PRJ-0091,17,Testing & Commissioning,Commissioning,2018-10-01,2018-11-27,57,2018-11-27,100.0,0,142419.44,139949.84,0,0
ACT-009486,PRJ-0091,18,Final Inspection,Commissioning,2018-10-02,2018-10-09,7,2018-10-09,100.0,0,150352.59,169635.27,0,0
ACT-009487,PRJ-0091,19,Handover,General,2018-10-08,2018-12-29,82,2018-12-29,100.0,0,219111.65,226881.66,0,0
ACT-009488,PRJ-0091,20,Mobilization,General,2018-10-11,2018-12-06,56,2018-12-06,100.0,0,256989.93,295898.9,0,0
ACT-009489,PRJ-0091,21,Site Preparation,Civil,2018-10-13,2018-12-26,74,2018-12-26,100.0,1,208961.05,225317.34,0,0
ACT-009490,PRJ-0091,22,Excavation,Civil,2018-10-24,2018-12-20,57,2018-12-20,100.0,0,109556.31,110989.09,0,0
ACT-009491,PRJ-0091,23,Foundation Works,Civil,2018-11-11,2019-01-07,57,2019-01-07,100.0,1,232261.06,225060.12,0,0
ACT-009492,PRJ-0091,24,Concrete Works,Structural,2018-11-13,2018-12-01,18,2018-12-01,100.0,0,249311.65,271040.51,0,0
ACT-009493,PRJ-0091,25,Structural Steel,Structural,2018-11-15,2019-01-05,51,2019-01-05,100.0,0,251732.49,236213.19,0,0
ACT-009494,PRJ-0091,26,Block Works,Architectural,2018-12-03,2019-02-10,69,2019-02-10,100.0,0,136847.81,148105.2,0,0
ACT-009495,PRJ-0091,27,Waterproofing,Architectural,2018-12-03,2018-12-14,11,2018-12-14,100.0,0,83138.71,84514.25,0,0
ACT-009496,PRJ-0091,28,Plastering,Architectural,2018-12-11,2019-02-05,56,2019-02-05,100.0,0,240763.87,246180.62,0,0
ACT-009497,PRJ-0091,29,Floor Finishing,Architectural,2018-12-13,2018-12-26,13,2018-12-26,100.0,0,87188.33,87565.96,0,0
ACT-009498,PRJ-0091,30,Painting,Architectural,2018-12-20,2019-01-16,27,2019-01-16,100.0,0,132368.29,139011.59,0,0
ACT-009499,PRJ-0091,31,HVAC Installation,MEP,2018-12-22,2019-03-06,74,2019-03-06,100.0,0,243692.65,216264.86,0,0
ACT-009500,PRJ-0091,32,Electrical Installation,MEP,2019-01-22,2019-04-05,73,2019-04-05,100.0,0,135487.8,131764.73,0,0
ACT-009501,PRJ-0091,33,Plumbing Installation,MEP,2019-01-25,2019-04-08,73,2019-04-08,100.0,0,124165.7,115169.41,0,0
ACT-009502,PRJ-0091,34,Fire Fighting Installation,MEP,2019-01-26,2019-03-24,57,2019-03-24,100.0,1,212882.57,179741.56,0,0
ACT-009503,PRJ-0091,35,Fire Alarm Installation,MEP,2019-01-29,2019-02-19,21,2019-02-19,100.0,0,167545.35,174986.8,0,0
ACT-009504,PRJ-0091,36,Testing & Commissioning,Commissioning,2019-02-05,2019-03-11,34,2019-03-11,100.0,0,247856.14,255929.2,0,0
ACT-009505,PRJ-0091,37,Final Inspection,Commissioning,2019-02-08,2019-03-12,32,2019-03-12,100.0,0,101993.21,102533.63,0,0
ACT-009506,PRJ-0091,38,Handover,General,2019-02-11,2019-03-07,24,2019-03-07,100.0,0,125198.87,130489.98,0,0
ACT-009507,PRJ-0091,39,Mobilization,General,2019-02-19,2019-03-30,39,2019-03-30,100.0,0,202673.28,208004.41,0,0
ACT-009508,PRJ-0091,40,Site Preparation,Civil,2019-02-21,2019-03-21,28,2019-03-21,100.0,0,213444.35,227694.24,0,0
ACT-009509,PRJ-0091,41,Excavation,Civil,2019-02-23,2019-03-08,13,2019-03-08,100.0,0,169458.51,163731.63,0,0
ACT-009510,PRJ-0091,42,Foundation Works,Civil,2019-03-06,2019-03-17,11,2019-03-17,100.0,0,100320.44,107199.29,0,0
ACT-009511,PRJ-0091,43,Concrete Works,Structural,2019-03-28,2019-04-02,5,2019-04-02,100.0,0,246598.67,236340.41,0,0
ACT-009512,PRJ-0091,44,Structural Steel,Structural,2019-04-22,2019-06-29,68,2019-06-29,100.0,1,129512.5,135299.45,0,0
ACT-009513,PRJ-0091,45,Block Works,Architectural,2019-04-24,2019-07-02,69,2019-07-02,100.0,0,261629.67,313305.02,0,0
ACT-009514,PRJ-0091,46,Waterproofing,Architectural,2019-04-28,2019-06-22,55,2019-06-22,100.0,0,257066.65,235426.06,0,0
ACT-009515,PRJ-0091,47,Plastering,Architectural,2019-05-10,2019-07-15,66,2019-07-15,100.0,0,206162.74,204440.12,0,0
ACT-009516,PRJ-0091,48,Floor Finishing,Architectural,2019-05-12,2019-07-30,79,2019-07-30,100.0,0,260687.76,282852.6,0,0
ACT-009517,PRJ-0091,49,Painting,Architectural,2019-05-26,2019-07-14,49,2019-07-14,100.0,1,141678.32,141315.49,0,0
ACT-009518,PRJ-0091,50,HVAC Installation,MEP,2019-06-15,2019-06-28,13,2019-06-28,100.0,0,107656.18,99256.07,0,0
ACT-009519,PRJ-0091,51,Electrical Installation,MEP,2019-06-17,2019-06-22,5,2019-06-22,100.0,0,91433.56,93834.79,0,0
ACT-009520,PRJ-0091,52,Plumbing Installation,MEP,2019-06-21,2019-09-09,80,2019-09-09,100.0,1,110360.79,126351.52,0,0
ACT-009521,PRJ-0091,53,Fire Fighting Installation,MEP,2019-07-06,2019-09-27,83,2019-09-27,100.0,1,85421.93,86695.02,0,0
ACT-009522,PRJ-0091,54,Fire Alarm Installation,MEP,2019-07-11,2019-07-27,16,2019-07-27,100.0,0,208408.21,171156.9,0,0
ACT-009523,PRJ-0091,55,Testing & Commissioning,Commissioning,2019-07-17,2019-08-25,39,2019-08-25,100.0,0,191906.43,175636.49,0,0
ACT-009524,PRJ-0091,56,Final Inspection,Commissioning,2019-07-18,2019-08-10,23,2019-08-10,100.0,0,173993.81,163592.59,0,0
ACT-009525,PRJ-0091,57,Handover,General,2019-07-20,2019-10-11,83,2019-10-23,100.0,0,170662.1,188229.01,12,1
ACT-009526,PRJ-0091,58,Mobilization,General,2019-08-01,2019-08-27,26,2019-08-27,100.0,0,164483.99,176025.36,0,0
ACT-009527,PRJ-0091,59,Site Preparation,Civil,2019-08-14,2019-09-21,38,2019-09-21,100.0,0,227269.61,267595.83,0,0
ACT-009528,PRJ-0091,60,Excavation,Civil,2019-09-06,2019-10-06,30,2019-10-28,100.0,1,202852.15,226913.41,22,1
ACT-009529,PRJ-0091,61,Foundation Works,Civil,2019-09-13,2019-10-13,30,2019-10-13,100.0,1,236439.3,251688.23,0,0
ACT-009530,PRJ-0091,62,Concrete Works,Structural,2019-09-14,2019-10-14,30,2019-10-14,100.0,0,214104.46,218381.7,0,0
ACT-009531,PRJ-0091,63,Structural Steel,Structural,2019-10-01,2019-11-18,48,2019-11-18,100.0,0,271741.29,275196.75,0,0
ACT-009532,PRJ-0091,64,Block Works,Architectural,2019-10-03,2019-12-14,72,2019-12-14,100.0,1,219696.63,232029.59,0,0
ACT-009533,PRJ-0091,65,Waterproofing,Architectural,2019-10-21,2019-12-29,69,2019-12-31,100.0,1,85402.37,84935.17,2,0
ACT-009534,PRJ-0091,66,Plastering,Architectural,2019-11-03,2019-11-09,6,2019-11-09,100.0,0,121318.93,111275.57,0,0
ACT-009535,PRJ-0091,67,Floor Finishing,Architectural,2019-11-09,2019-11-27,18,2019-11-27,100.0,0,221271.52,185228.21,0,0
ACT-009536,PRJ-0091,68,Painting,Architectural,2019-11-11,2019-11-19,8,2019-11-19,100.0,1,150868.37,115715.5,0,0
ACT-009537,PRJ-0091,69,HVAC Installation,MEP,2019-11-20,2019-12-23,33,2019-12-23,100.0,1,219132.73,210940.36,0,0
ACT-009538,PRJ-0091,70,Electrical Installation,MEP,2019-11-26,2020-02-13,79,2020-02-13,100.0,0,83288.47,93054.92,0,0
ACT-009539,PRJ-0091,71,Plumbing Installation,MEP,2019-12-12,2020-01-02,21,2020-01-02,100.0,0,202103.1,193173.48,0,0
ACT-009540,PRJ-0091,72,Fire Fighting Installation,MEP,2019-12-18,2020-03-13,86,2020-03-22,100.0,1,123105.63,136976.17,9,1
ACT-009541,PRJ-0091,73,Fire Alarm Installation,MEP,2019-12-21,2020-03-08,78,2020-03-08,100.0,0,133710.33,137134.04,0,0
ACT-009542,PRJ-0091,74,Testing & Commissioning,Commissioning,2019-12-22,2020-03-11,80,2020-04-21,100.0,1,124854.92,141924.87,41,1
ACT-009543,PRJ-0091,75,Final Inspection,Commissioning,2019-12-22,2019-12-30,8,2019-12-30,100.0,0,272963.38,273325.5,0,0
ACT-009544,PRJ-0091,76,Handover,General,2019-12-24,2020-03-11,78,2020-03-11,100.0,0,122953.24,135289.27,0,0
ACT-009545,PRJ-0091,77,Mobilization,General,2020-01-06,2020-02-28,53,2020-02-28,100.0,0,263508.04,285693.36,0,0
ACT-009546,PRJ-0091,78,Site Preparation,Civil,2020-01-21,2020-03-25,64,2020-03-25,100.0,0,90264.59,87214.3,0,0
ACT-009547,PRJ-0091,79,Excavation,Civil,2020-01-22,2020-02-12,21,2020-02-12,100.0,0,212451.67,220970.04,0,0
ACT-009548,PRJ-0091,80,Foundation Works,Civil,2020-01-29,2020-02-23,25,2020-02-23,100.0,0,273635.03,288515.0,0,0
ACT-009549,PRJ-0091,81,Concrete Works,Structural,2020-01-31,2020-04-27,87,2020-04-27,100.0,0,260174.2,241643.06,0,0
ACT-009550,PRJ-0091,82,Structural Steel,Structural,2020-02-20,2020-05-03,73,2020-05-03,100.0,0,178847.37,160966.17,0,0
ACT-009551,PRJ-0091,83,Block Works,Architectural,2020-02-23,2020-04-05,42,2020-04-05,100.0,1,204399.27,221471.98,0,0
ACT-009552,PRJ-0091,84,Waterproofing,Architectural,2020-02-23,2020-04-20,57,2020-04-20,100.0,0,104165.92,92888.72,0,0
ACT-009553,PRJ-0091,85,Plastering,Architectural,2020-02-24,2020-04-22,58,2020-04-22,100.0,0,254930.11,248475.36,0,0
ACT-009554,PRJ-0091,86,Floor Finishing,Architectural,2020-02-26,2020-04-12,46,2020-04-12,100.0,0,112190.76,90840.58,0,0
ACT-009555,PRJ-0091,87,Painting,Architectural,2020-03-02,2020-03-29,27,2020-03-29,100.0,0,260289.31,210214.86,0,0
ACT-009556,PRJ-0091,88,HVAC Installation,MEP,2020-03-04,2020-05-14,71,2020-05-14,100.0,1,228476.97,227695.71,0,0
ACT-009557,PRJ-0091,89,Electrical Installation,MEP,2020-03-05,2020-05-14,70,2020-05-14,100.0,0,125744.39,110882.96,0,0
ACT-009558,PRJ-0091,90,Plumbing Installation,MEP,2020-03-26,2020-04-18,23,2020-04-18,100.0,0,195484.89,170231.89,0,0
ACT-009559,PRJ-0091,91,Fire Fighting Installation,MEP,2020-03-27,2020-05-10,44,2020-05-10,100.0,0,192097.1,196496.57,0,0
ACT-009560,PRJ-0091,92,Fire Alarm Installation,MEP,2020-04-16,2020-07-14,89,2020-07-14,100.0,0,236756.54,274353.79,0,0
ACT-009561,PRJ-0091,93,Testing & Commissioning,Commissioning,2020-04-25,2020-05-22,27,2020-05-22,100.0,0,182408.81,168324.2,0,0
ACT-009562,PRJ-0091,94,Final Inspection,Commissioning,2020-04-28,2020-07-18,81,2020-07-18,100.0,0,199213.95,202775.07,0,0
ACT-009563,PRJ-0091,95,Handover,General,2020-05-12,2020-05-19,7,2020-05-19,100.0,0,211029.12,242881.36,0,0
ACT-009564,PRJ-0091,96,Mobilization,General,2020-05-18,2020-06-08,21,2020-06-08,100.0,0,262441.65,277500.68,0,0
ACT-009565,PRJ-0091,97,Site Preparation,Civil,2020-06-01,2020-08-05,65,2020-08-05,100.0,0,142125.5,130984.85,0,0
ACT-009566,PRJ-0091,98,Excavation,Civil,2020-06-02,2020-08-28,87,2020-08-28,100.0,0,261362.87,272229.86,0,0
ACT-009567,PRJ-0091,99,Foundation Works,Civil,2020-06-13,2020-07-17,34,2020-07-20,100.0,0,132889.74,108043.53,3,0
ACT-009568,PRJ-0091,100,Concrete Works,Structural,2020-06-13,2020-07-03,20,2020-07-03,100.0,1,131231.54,121005.29,0,0
ACT-009569,PRJ-0091,101,Structural Steel,Structural,2020-06-19,2020-08-08,50,2020-08-08,100.0,1,168677.27,151158.14,0,0
ACT-009570,PRJ-0091,102,Block Works,Architectural,2020-06-28,2020-07-29,31,2020-07-29,100.0,0,247341.38,279625.35,0,0
ACT-009571,PRJ-0091,103,Waterproofing,Architectural,2020-07-03,2020-08-21,49,2020-08-21,100.0,0,236475.71,226153.68,0,0
ACT-009572,PRJ-0091,104,Plastering,Architectural,2020-07-11,2020-09-12,63,2020-09-12,100.0,0,122637.15,135828.43,0,0
ACT-009573,PRJ-0091,105,Floor Finishing,Architectural,2020-07-21,2020-09-03,44,2020-09-03,100.0,0,151802.94,142824.85,0,0
ACT-009574,PRJ-0091,106,Painting,Architectural,2020-07-23,2020-08-15,23,2020-08-21,100.0,0,268732.16,285119.8,6,0
ACT-009575,PRJ-0091,107,HVAC Installation,MEP,2020-07-30,2020-09-05,37,2020-09-05,100.0,0,93956.28,95302.17,0,0
ACT-009576,PRJ-0091,108,Electrical Installation,MEP,2020-08-16,2020-11-07,83,2020-11-07,100.0,0,133710.44,121064.59,0,0
ACT-009577,PRJ-0091,109,Plumbing Installation,MEP,2020-08-20,2020-09-29,40,2020-09-29,100.0,0,246716.66,219089.93,0,0
ACT-009578,PRJ-0091,110,Fire Fighting Installation,MEP,2020-08-27,2020-09-21,25,2020-09-21,100.0,0,77876.42,73022.97,0,0
ACT-009579,PRJ-0091,111,Fire Alarm Installation,MEP,2020-08-27,2020-09-27,31,2020-09-27,100.0,1,122572.83,116669.69,0,0
ACT-009580,PRJ-0091,112,Testing & Commissioning,Commissioning,2020-09-15,2020-10-17,32,2020-10-17,100.0,0,214089.91,214627.1,0,0
ACT-009581,PRJ-0091,113,Final Inspection,Commissioning,2020-09-19,2020-10-10,21,2020-10-10,100.0,0,236492.68,199154.97,0,0
ACT-009582,PRJ-0091,114,Handover,General,2020-09-24,2020-11-16,53,2020-11-16,100.0,0,148794.0,147995.44,0,0
ACT-009583,PRJ-0091,115,Mobilization,General,2020-09-29,2020-11-30,62,2020-11-30,100.0,0,198566.09,228628.06,0,0
ACT-009584,PRJ-0091,116,Site Preparation,Civil,2020-10-10,2020-11-07,28,2020-12-15,100.0,1,172693.66,184473.19,38,1
ACT-009585,PRJ-0091,117,Excavation,Civil,2020-10-11,2020-11-21,41,2020-11-21,100.0,0,138169.85,136934.03,0,0
ACT-009586,PRJ-0091,118,Foundation Works,Civil,2020-10-12,2020-11-04,23,2020-11-04,100.0,0,169513.89,166927.85,0,0
ACT-009587,PRJ-0091,119,Concrete Works,Structural,2020-10-14,2020-12-18,65,2020-12-18,100.0,0,107397.55,102721.91,0,0
ACT-009588,PRJ-0091,120,Structural Steel,Structural,2020-10-20,2020-11-28,39,2020-11-28,100.0,1,88165.94,79875.34,0,0
ACT-009589,PRJ-0091,121,Block Works,Architectural,2020-10-21,2020-11-24,34,2020-11-24,100.0,0,253313.7,248849.57,0,0
ACT-009590,PRJ-0091,122,Waterproofing,Architectural,2020-10-25,2020-12-18,54,2020-12-18,100.0,1,244498.24,249993.48,0,0
ACT-009591,PRJ-0091,123,Plastering,Architectural,2020-11-03,2020-12-18,45,2020-12-18,100.0,1,164439.43,170525.12,0,0
ACT-009592,PRJ-0091,124,Floor Finishing,Architectural,2020-11-17,2020-12-18,31,2020-12-18,100.0,0,247291.17,258488.79,0,0
ACT-009593,PRJ-0092,1,Mobilization,General,2017-06-18,2017-06-25,7,2017-06-25,100.0,0,830403.45,899362.7,0,0
ACT-009594,PRJ-0092,2,Site Preparation,Civil,2017-06-21,2017-09-15,86,2017-09-15,100.0,1,1085044.94,1184400.72,0,0
ACT-009595,PRJ-0092,3,Excavation,Civil,2017-07-03,2017-08-15,43,2017-08-15,100.0,0,875090.05,994609.72,0,0
ACT-009596,PRJ-0092,4,Foundation Works,Civil,2017-07-04,2017-08-28,55,2017-09-16,100.0,1,826722.43,885498.31,19,1
ACT-009597,PRJ-0092,5,Concrete Works,Structural,2017-07-06,2017-07-18,12,2017-07-18,100.0,0,475679.33,421109.66,0,0
ACT-009598,PRJ-0092,6,Structural Steel,Structural,2017-07-19,2017-09-26,69,2017-09-26,100.0,1,357547.38,367750.97,0,0
ACT-009599,PRJ-0092,7,Block Works,Architectural,2017-07-21,2017-08-04,14,2017-08-04,100.0,0,648370.34,583797.28,0,0
ACT-009600,PRJ-0092,8,Waterproofing,Architectural,2017-07-26,2017-08-19,24,2017-08-19,100.0,0,1019806.52,960741.1,0,0
ACT-009601,PRJ-0092,9,Plastering,Architectural,2017-07-28,2017-09-06,40,2017-09-06,100.0,0,484118.17,499401.78,0,0
ACT-009602,PRJ-0092,10,Floor Finishing,Architectural,2017-08-06,2017-09-12,37,2017-09-12,100.0,1,710947.85,758991.62,0,0
ACT-009603,PRJ-0092,11,Painting,Architectural,2017-08-20,2017-08-25,5,2017-08-25,100.0,0,1203357.17,1045799.82,0,0
ACT-009604,PRJ-0092,12,HVAC Installation,MEP,2017-08-30,2017-11-04,66,2017-11-04,100.0,1,434154.81,408627.02,0,0
ACT-009605,PRJ-0092,13,Electrical Installation,MEP,2017-09-01,2017-10-25,54,2017-10-25,100.0,1,838467.14,687020.51,0,0
ACT-009606,PRJ-0092,14,Plumbing Installation,MEP,2017-09-03,2017-10-02,29,2017-10-02,100.0,1,404549.56,391484.96,0,0
ACT-009607,PRJ-0092,15,Fire Fighting Installation,MEP,2017-09-07,2017-11-28,82,2017-11-28,100.0,0,902905.91,929131.7,0,0
ACT-009608,PRJ-0092,16,Fire Alarm Installation,MEP,2017-09-09,2017-11-29,81,2017-11-29,100.0,0,720809.12,785720.47,0,0
ACT-009609,PRJ-0092,17,Testing & Commissioning,Commissioning,2017-09-11,2017-10-20,39,2017-11-16,100.0,0,1065529.16,1078440.16,27,1
ACT-009610,PRJ-0092,18,Final Inspection,Commissioning,2017-09-14,2017-10-27,43,2017-10-27,100.0,1,1164299.64,1137035.79,0,0
ACT-009611,PRJ-0092,19,Handover,General,2017-09-15,2017-09-29,14,2017-09-29,100.0,0,465882.77,515042.7,0,0
ACT-009612,PRJ-0092,20,Mobilization,General,2017-09-21,2017-12-03,73,2017-12-03,100.0,0,358568.82,387675.18,0,0
ACT-009613,PRJ-0092,21,Site Preparation,Civil,2017-09-25,2017-10-23,28,2017-10-23,100.0,1,822695.95,779576.15,0,0
ACT-009614,PRJ-0092,22,Excavation,Civil,2017-10-01,2017-11-26,56,2017-12-06,100.0,0,744424.7,701904.49,10,1
ACT-009615,PRJ-0092,23,Foundation Works,Civil,2017-10-07,2017-11-01,25,2017-11-01,100.0,0,1015022.63,956814.74,0,0
ACT-009616,PRJ-0092,24,Concrete Works,Structural,2017-10-15,2017-12-02,48,2017-12-02,100.0,0,817411.46,814213.49,0,0
ACT-009617,PRJ-0092,25,Structural Steel,Structural,2017-10-19,2017-12-02,44,2017-12-02,100.0,0,770999.56,755855.34,0,0
ACT-009618,PRJ-0092,26,Block Works,Architectural,2017-10-22,2017-12-29,68,2017-12-29,100.0,0,471871.32,490660.14,0,0
ACT-009619,PRJ-0092,27,Waterproofing,Architectural,2017-10-22,2017-12-24,63,2017-12-24,100.0,0,895870.4,923914.64,0,0
ACT-009620,PRJ-0092,28,Plastering,Architectural,2017-10-23,2017-11-29,37,2017-11-29,100.0,1,869310.25,833634.77,0,0
ACT-009621,PRJ-0092,29,Floor Finishing,Architectural,2017-10-29,2017-12-25,57,2018-01-05,100.0,1,1010461.38,1134968.93,11,1
ACT-009622,PRJ-0092,30,Painting,Architectural,2017-11-03,2017-12-20,47,2017-12-20,100.0,0,833133.13,862015.43,0,0
ACT-009623,PRJ-0092,31,HVAC Installation,MEP,2017-11-07,2017-11-21,14,2017-11-21,100.0,1,994561.74,1029214.59,0,0
ACT-009624,PRJ-0092,32,Electrical Installation,MEP,2017-11-17,2018-01-30,74,2018-01-30,100.0,0,1047744.46,1086932.22,0,0
ACT-009625,PRJ-0092,33,Plumbing Installation,MEP,2017-11-21,2018-02-10,81,2018-02-18,100.0,0,474346.33,528688.66,8,1
ACT-009626,PRJ-0092,34,Fire Fighting Installation,MEP,2017-11-29,2018-01-10,42,2018-01-10,100.0,1,947882.28,911716.29,0,0
ACT-009627,PRJ-0092,35,Fire Alarm Installation,MEP,2017-11-29,2017-12-07,8,2017-12-07,100.0,0,1000039.22,1030481.5,0,0
ACT-009628,PRJ-0092,36,Testing & Commissioning,Commissioning,2017-12-02,2018-01-19,48,2018-01-19,100.0,0,512814.43,407212.8,0,0
ACT-009629,PRJ-0092,37,Final Inspection,Commissioning,2017-12-04,2018-01-28,55,2018-02-13,100.0,0,592423.43,612963.88,16,1
ACT-009630,PRJ-0092,38,Handover,General,2017-12-14,2018-02-01,49,2018-02-01,100.0,0,918021.0,910841.6,0,0
ACT-009631,PRJ-0092,39,Mobilization,General,2017-12-14,2018-01-30,47,2018-01-30,100.0,1,718158.87,682809.41,0,0
ACT-009632,PRJ-0092,40,Site Preparation,Civil,2017-12-24,2018-02-11,49,2018-02-11,100.0,0,564548.19,556400.03,0,0
