event_id,event_date,equipment_id,equipment_type,operating_hours,downtime_hours,utilization_rate,maintenance_flag,failure_flag,failure_severity,maintenance_cost,degradation_index,event_type
EQEV-00053115,2025-01-15,EQP-00469,Manlift,5.5,3.74,0.5935,0,0,None,54.31,0.5422,Normal Operation
EQEV-00053116,2025-01-16,EQP-00469,Manlift,5.88,2.19,0.5575,0,0,None,26.22,0.5314,Normal Operation
EQEV-00053117,2025-01-17,EQP-00469,Manlift,6.21,6.1,0.6852,0,0,None,37.17,0.5697,Downtime
EQEV-00053118,2025-01-18,EQP-00469,Manlift,5.07,4.9,0.5092,0,0,None,48.03,0.5169,Downtime
EQEV-00053119,2025-01-19,EQP-00469,Manlift,4.54,4.36,0.476,0,1,Major,312.43,0.5069,Failure
EQEV-00053120,2025-01-20,EQP-00469,Manlift,6.81,2.02,0.6706,0,0,None,23.42,0.5653,Normal Operation
EQEV-00053121,2025-01-21,EQP-00469,Manlift,6.45,4.32,0.5947,0,0,None,45.56,0.5425,Downtime
EQEV-00053122,2025-01-22,EQP-00469,Manlift,7.38,0.74,0.7059,1,0,None,209.05,0.5759,Maintenance
EQEV-00053123,2025-01-23,EQP-00469,Manlift,6.2,3.43,0.6462,0,0,None,28.0,0.558,Normal Operation
EQEV-00053124,2025-01-24,EQP-00469,Manlift,5.02,8.39,0.5328,0,0,None,19.0,0.524,Downtime
EQEV-00053125,2025-01-25,EQP-00469,Manlift,5.33,3.43,0.5027,0,0,None,45.36,0.5149,Normal Operation
EQEV-00053126,2025-01-26,EQP-00469,Manlift,5.0,3.65,0.5311,0,0,None,29.84,0.5235,Normal Operation
EQEV-00053127,2025-01-27,EQP-00469,Manlift,5.55,4.57,0.5534,0,0,None,21.6,0.5301,Downtime
EQEV-00053128,2025-01-28,EQP-00469,Manlift,5.69,0.94,0.5594,0,0,None,54.09,0.5319,Normal Operation
EQEV-00053129,2025-01-29,EQP-00469,Manlift,5.73,0.62,0.5854,0,0,None,22.91,0.5397,Normal Operation
EQEV-00053130,2025-01-30,EQP-00469,Manlift,5.51,14.92,0.5877,0,0,None,45.49,0.5404,Downtime
EQEV-00053131,2025-01-31,EQP-00469,Manlift,5.82,5.4,0.6113,0,0,None,34.55,0.5475,Downtime
EQEV-00053132,2025-02-01,EQP-00469,Manlift,4.97,0.38,0.5219,0,0,None,39.47,0.5207,Normal Operation
EQEV-00053133,2025-02-02,EQP-00469,Manlift,3.91,1.78,0.4176,0,0,None,36.2,0.4894,Normal Operation
EQEV-00053134,2025-02-03,EQP-00469,Manlift,5.57,0.8,0.6103,1,0,None,140.99,0.5472,Maintenance
EQEV-00053135,2025-02-04,EQP-00469,Manlift,6.85,6.31,0.6474,0,0,None,55.28,0.5583,Downtime
EQEV-00053136,2025-02-05,EQP-00469,Manlift,6.13,0.56,0.6253,0,0,None,20.45,0.5517,Normal Operation
EQEV-00053137,2025-02-06,EQP-00469,Manlift,6.78,1.89,0.6962,0,0,None,41.26,0.573,Normal Operation
EQEV-00053138,2025-02-07,EQP-00469,Manlift,6.58,0.9,0.6426,1,1,Minor,1073.97,0.5569,Failure
EQEV-00053139,2025-02-08,EQP-00469,Manlift,4.31,1.7,0.4298,0,0,None,49.91,0.4931,Normal Operation
EQEV-00053140,2025-02-09,EQP-00469,Manlift,5.74,1.82,0.5312,0,0,None,55.26,0.5235,Normal Operation
EQEV-00053141,2025-02-10,EQP-00469,Manlift,5.95,7.1,0.5919,0,0,None,41.03,0.5417,Downtime
EQEV-00053142,2025-02-11,EQP-00469,Manlift,6.54,1.67,0.6373,0,0,None,30.76,0.5553,Normal Operation
EQEV-00053143,2025-02-12,EQP-00469,Manlift,5.86,1.06,0.5665,0,0,None,42.6,0.5341,Normal Operation
EQEV-00053144,2025-02-13,EQP-00469,Manlift,4.56,1.85,0.4946,0,0,None,25.99,0.5125,Normal Operation
EQEV-00053145,2025-02-14,EQP-00469,Manlift,5.01,1.0,0.5497,0,0,None,24.7,0.529,Normal Operation
EQEV-00053146,2025-02-15,EQP-00469,Manlift,3.88,3.4,0.4187,0,0,None,23.84,0.4897,Normal Operation
EQEV-00053147,2025-02-16,EQP-00469,Manlift,5.35,2.12,0.5104,0,0,None,33.64,0.5172,Normal Operation
EQEV-00053148,2025-02-17,EQP-00469,Manlift,4.7,2.02,0.4552,0,0,None,34.88,0.5007,Normal Operation
EQEV-00053149,2025-02-18,EQP-00469,Manlift,5.06,1.04,0.5604,0,1,Minor,326.98,0.5322,Failure
EQEV-00053150,2025-02-19,EQP-00469,Manlift,6.66,4.64,0.6311,1,0,None,72.51,0.5534,Maintenance
EQEV-00053151,2025-02-20,EQP-00469,Manlift,4.95,0.94,0.4706,0,0,None,48.32,0.5053,Normal Operation
EQEV-00053152,2025-02-21,EQP-00469,Manlift,5.11,1.02,0.5373,0,0,None,54.81,0.5253,Normal Operation
EQEV-00053153,2025-02-22,EQP-00469,Manlift,6.04,0.56,0.6305,0,0,None,48.41,0.5533,Normal Operation
EQEV-00053154,2025-02-23,EQP-00469,Manlift,5.1,3.77,0.5246,0,0,None,53.62,0.5215,Normal Operation
EQEV-00053155,2025-02-24,EQP-00469,Manlift,6.14,1.81,0.5642,0,0,None,55.58,0.5334,Normal Operation
EQEV-00053156,2025-02-25,EQP-00469,Manlift,6.45,2.34,0.6977,0,0,None,40.43,0.5734,Normal Operation
EQEV-00053157,2025-02-26,EQP-00469,Manlift,5.89,3.09,0.6454,0,0,None,37.37,0.5577,Normal Operation
EQEV-00053158,2025-02-27,EQP-00469,Manlift,4.97,0.86,0.5191,0,0,None,21.8,0.5198,Normal Operation
EQEV-00053159,2025-02-28,EQP-00469,Manlift,5.2,0.87,0.5386,1,0,None,148.55,0.5257,Maintenance
EQEV-00053160,2025-03-01,EQP-00469,Manlift,6.47,1.1,0.6258,1,0,None,69.58,0.5519,Maintenance
EQEV-00053161,2025-03-02,EQP-00469,Manlift,5.55,0.94,0.5052,0,0,None,19.38,0.5157,Normal Operation
EQEV-00053162,2025-03-03,EQP-00469,Manlift,5.5,8.76,0.571,0,0,None,25.93,0.5354,Downtime
EQEV-00053163,2025-03-04,EQP-00469,Manlift,6.28,0.53,0.6126,0,0,None,45.95,0.5479,Normal Operation
EQEV-00053164,2025-03-05,EQP-00469,Manlift,4.59,0.36,0.5026,0,0,None,33.63,0.5149,Normal Operation
EQEV-00053165,2025-03-06,EQP-00469,Manlift,6.0,3.88,0.6048,0,0,None,31.0,0.5456,Normal Operation
EQEV-00053166,2025-03-07,EQP-00469,Manlift,5.81,2.64,0.6037,0,0,None,31.3,0.5452,Normal Operation
EQEV-00053167,2025-03-08,EQP-00469,Manlift,4.73,0.38,0.5053,0,0,None,19.49,0.5157,Normal Operation
EQEV-00053168,2025-03-09,EQP-00469,Manlift,6.32,1.69,0.5789,1,0,None,79.81,0.5378,Maintenance
EQEV-00053169,2025-03-10,EQP-00469,Manlift,6.14,2.61,0.5954,1,0,None,93.89,0.5427,Maintenance
EQEV-00053170,2025-03-11,EQP-00469,Manlift,6.72,0.86,0.7183,0,0,None,28.15,0.5796,Normal Operation
EQEV-00053171,2025-03-12,EQP-00469,Manlift,5.58,3.41,0.5257,1,0,None,96.81,0.5218,Maintenance
EQEV-00053172,2025-03-13,EQP-00469,Manlift,6.52,0.19,0.6202,0,0,None,48.23,0.5502,Normal Operation
EQEV-00053173,2025-03-14,EQP-00469,Manlift,4.56,2.8,0.423,0,0,None,37.36,0.491,Normal Operation
EQEV-00053174,2025-03-15,EQP-00469,Manlift,5.19,0.63,0.5142,0,0,None,23.2,0.5184,Normal Operation
EQEV-00053175,2025-03-16,EQP-00469,Manlift,4.55,2.46,0.4529,0,0,None,36.11,0.5,Normal Operation
EQEV-00053176,2025-03-17,EQP-00469,Manlift,5.91,3.25,0.5595,0,0,None,21.02,0.532,Normal Operation
EQEV-00053177,2025-03-18,EQP-00469,Manlift,6.54,0.74,0.6955,1,0,None,134.26,0.5728,Maintenance
EQEV-00053178,2025-03-19,EQP-00469,Manlift,6.78,5.58,0.6521,0,0,None,54.18,0.5598,Downtime
EQEV-00053179,2025-03-20,EQP-00469,Manlift,4.79,7.09,0.4955,0,0,None,52.63,0.5128,Downtime
EQEV-00053180,2025-03-21,EQP-00469,Manlift,5.99,0.67,0.6047,0,0,None,36.68,0.5455,Normal Operation
EQEV-00053181,2025-03-22,EQP-00469,Manlift,5.27,4.81,0.5178,0,0,None,54.45,0.5195,Downtime
EQEV-00053182,2025-03-23,EQP-00469,Manlift,4.83,3.1,0.5273,1,0,None,161.61,0.5223,Maintenance
EQEV-00053183,2025-03-24,EQP-00469,Manlift,6.47,2.78,0.633,0,0,None,41.01,0.554,Normal Operation
EQEV-00053184,2025-03-25,EQP-00469,Manlift,6.16,3.96,0.5814,0,0,None,53.14,0.5385,Normal Operation
EQEV-00053185,2025-03-26,EQP-00469,Manlift,6.01,4.65,0.6478,0,0,None,21.61,0.5585,Downtime
EQEV-00053186,2025-03-27,EQP-00469,Manlift,4.5,3.06,0.4845,0,0,None,53.43,0.5095,Normal Operation
EQEV-00053187,2025-03-28,EQP-00469,Manlift,5.87,3.05,0.6306,0,0,None,25.54,0.5533,Normal Operation
EQEV-00053188,2025-03-29,EQP-00469,Manlift,5.31,1.65,0.494,0,0,None,50.93,0.5123,Normal Operation
EQEV-00053189,2025-03-30,EQP-00469,Manlift,5.23,2.08,0.5298,0,0,None,49.84,0.5231,Normal Operation
EQEV-00053190,2025-03-31,EQP-00469,Manlift,3.88,1.13,0.4261,0,0,None,23.57,0.492,Normal Operation
EQEV-00053191,2025-04-01,EQP-00469,Manlift,5.67,2.71,0.5867,0,0,None,26.4,0.5401,Normal Operation
EQEV-00053192,2025-04-02,EQP-00469,Manlift,6.03,4.19,0.5789,0,0,None,32.96,0.5378,Downtime
EQEV-00053193,2025-04-03,EQP-00469,Manlift,6.33,0.79,0.6634,0,0,None,47.51,0.5631,Normal Operation
EQEV-00053194,2025-04-04,EQP-00469,Manlift,5.92,0.9,0.6353,0,0,None,40.83,0.5547,Normal Operation
EQEV-00053195,2025-04-05,EQP-00469,Manlift,5.7,4.23,0.6198,0,0,None,30.81,0.5501,Downtime
EQEV-00053196,2025-04-06,EQP-00469,Manlift,4.06,4.57,0.4362,0,0,None,40.02,0.495,Downtime
EQEV-00053197,2025-04-07,EQP-00469,Manlift,6.22,1.38,0.5713,0,1,Minor,253.08,0.5355,Failure
EQEV-00053198,2025-04-08,EQP-00469,Manlift,6.23,2.34,0.608,1,0,None,147.32,0.5465,Maintenance
EQEV-00053199,2025-04-09,EQP-00469,Manlift,5.9,4.01,0.6511,0,0,None,51.57,0.5594,Downtime
EQEV-00053200,2025-04-10,EQP-00469,Manlift,5.71,1.82,0.5379,0,0,None,47.07,0.5255,Normal Operation
EQEV-00053201,2025-04-11,EQP-00469,Manlift,5.18,3.99,0.4947,0,0,None,27.58,0.5125,Normal Operation
EQEV-00053202,2025-04-12,EQP-00469,Manlift,4.32,2.5,0.4615,0,0,None,46.18,0.5026,Normal Operation
EQEV-00053203,2025-04-13,EQP-00469,Manlift,4.9,1.6,0.5149,0,0,None,48.5,0.5186,Normal Operation
EQEV-00053204,2025-04-14,EQP-00469,Manlift,4.82,5.0,0.5218,0,0,None,23.49,0.5207,Downtime
EQEV-00053205,2025-04-15,EQP-00469,Manlift,6.66,0.61,0.6807,0,0,None,38.76,0.5683,Normal Operation
EQEV-00053206,2025-04-16,EQP-00469,Manlift,7.44,2.62,0.722,0,0,None,54.78,0.5807,Normal Operation
EQEV-00053207,2025-04-17,EQP-00469,Manlift,7.46,1.49,0.714,0,0,None,34.12,0.5783,Normal Operation
EQEV-00053208,2025-04-18,EQP-00469,Manlift,7.66,2.58,0.7788,0,0,None,40.81,0.5978,Normal Operation
EQEV-00053209,2025-04-19,EQP-00469,Manlift,5.65,2.43,0.5238,1,0,None,229.15,0.5213,Maintenance
EQEV-00053210,2025-04-20,EQP-00469,Manlift,5.04,1.1,0.4826,0,0,None,28.75,0.5089,Normal Operation
EQEV-00053211,2025-04-21,EQP-00469,Manlift,3.97,4.3,0.4055,0,0,None,45.71,0.4858,Downtime
EQEV-00053212,2025-04-22,EQP-00469,Manlift,6.6,0.84,0.6008,0,0,None,24.77,0.5444,Normal Operation
EQEV-00053213,2025-04-23,EQP-00469,Manlift,5.09,1.65,0.4951,1,0,None,187.33,0.5127,Maintenance
EQEV-00053214,2025-04-24,EQP-00469,Manlift,4.34,3.04,0.47,0,0,None,29.99,0.5051,Normal Operation
EQEV-00053215,2025-04-25,EQP-00469,Manlift,5.03,5.1,0.5256,0,0,None,21.52,0.5218,Downtime
EQEV-00053216,2025-04-26,EQP-00469,Manlift,5.56,2.07,0.5539,0,0,None,50.47,0.5303,Normal Operation
EQEV-00053217,2025-04-27,EQP-00469,Manlift,4.8,1.59,0.5187,0,0,None,45.02,0.5197,Normal Operation
EQEV-00053218,2025-04-28,EQP-00469,Manlift,7.23,1.36,0.7069,0,0,None,55.62,0.5762,Normal Operation
EQEV-00053219,2025-04-29,EQP-00469,Manlift,6.4,10.94,0.5976,0,0,None,38.11,0.5434,Downtime
EQEV-00053220,2025-04-30,EQP-00469,Manlift,5.27,0.05,0.57,0,0,None,50.37,0.5351,Normal Operation
EQEV-00053221,2025-05-01,EQP-00469,Manlift,6.69,3.51,0.657,0,0,None,54.72,0.5612,Normal Operation
EQEV-00053222,2025-05-02,EQP-00469,Manlift,5.25,2.94,0.5447,0,0,None,18.83,0.5275,Normal Operation
EQEV-00053223,2025-05-03,EQP-00469,Manlift,4.84,2.09,0.5328,0,0,None,32.82,0.524,Normal Operation
EQEV-00053224,2025-05-04,EQP-00469,Manlift,5.68,5.17,0.5494,0,0,None,47.31,0.5289,Downtime
EQEV-00053225,2025-05-05,EQP-00469,Manlift,6.54,6.0,0.6575,0,0,None,39.7,0.5614,Downtime
EQEV-00053226,2025-05-06,EQP-00469,Manlift,5.86,2.71,0.5697,0,0,None,26.58,0.535,Normal Operation
EQEV-00053227,2025-05-07,EQP-00469,Manlift,6.79,2.52,0.6644,0,0,None,52.94,0.5634,Normal Operation
EQEV-00053228,2025-05-08,EQP-00469,Manlift,4.43,5.49,0.4323,0,0,None,26.55,0.4938,Downtime
EQEV-00053229,2025-05-09,EQP-00469,Manlift,5.29,4.87,0.5752,0,0,None,47.83,0.5367,Downtime
EQEV-00053230,2025-05-10,EQP-00469,Manlift,5.67,0.52,0.5499,0,1,Minor,148.42,0.5291,Failure
EQEV-00053231,2025-05-11,EQP-00469,Manlift,5.39,0.98,0.5243,0,0,None,23.43,0.5214,Normal Operation
EQEV-00053232,2025-05-12,EQP-00469,Manlift,6.19,5.9,0.6469,0,0,None,38.24,0.5582,Downtime
EQEV-00053233,2025-05-13,EQP-00469,Manlift,4.55,1.64,0.4972,0,0,None,28.8,0.5133,Normal Operation
EQEV-00053234,2025-05-14,EQP-00469,Manlift,7.18,2.12,0.6921,0,0,None,52.85,0.5718,Normal Operation
EQEV-00053235,2025-05-15,EQP-00469,Manlift,7.71,0.8,0.8033,0,0,None,38.66,0.6051,Normal Operation
EQEV-00053236,2025-05-16,EQP-00469,Manlift,5.28,2.75,0.5015,0,0,None,24.45,0.5146,Normal Operation
EQEV-00053237,2025-05-17,EQP-00469,Manlift,4.62,0.48,0.4846,0,0,None,51.99,0.5095,Normal Operation
EQEV-00053238,2025-05-18,EQP-00469,Manlift,5.56,4.59,0.5821,0,0,None,22.93,0.5388,Downtime
EQEV-00053239,2025-05-19,EQP-00469,Manlift,7.44,10.08,0.7045,0,0,None,41.34,0.5755,Downtime
EQEV-00053240,2025-05-20,EQP-00469,Manlift,6.32,0.24,0.6159,0,0,None,22.49,0.5489,Normal Operation
EQEV-00053241,2025-05-21,EQP-00469,Manlift,5.57,0.75,0.5906,0,0,None,25.03,0.5413,Normal Operation
EQEV-00053242,2025-05-22,EQP-00469,Manlift,5.84,5.26,0.6323,0,0,None,54.01,0.5538,Downtime
EQEV-00053243,2025-05-23,EQP-00469,Manlift,4.98,6.81,0.4722,0,0,None,19.9,0.5058,Downtime
EQEV-00053244,2025-05-24,EQP-00469,Manlift,6.7,2.26,0.625,0,0,None,40.06,0.5516,Normal Operation
EQEV-00053245,2025-05-25,EQP-00469,Manlift,6.79,0.44,0.6723,0,0,None,23.35,0.5658,Normal Operation
EQEV-00053246,2025-05-26,EQP-00469,Manlift,5.33,1.82,0.5222,0,0,None,42.8,0.5208,Normal Operation
EQEV-00053247,2025-05-27,EQP-00469,Manlift,4.93,2.08,0.5288,0,0,None,41.89,0.5228,Normal Operation
EQEV-00053248,2025-05-28,EQP-00469,Manlift,6.1,1.88,0.6758,0,0,None,28.47,0.5669,Normal Operation
EQEV-00053249,2025-05-29,EQP-00469,Manlift,5.31,3.92,0.5841,0,0,None,38.33,0.5394,Normal Operation
EQEV-00053250,2025-05-30,EQP-00469,Manlift,6.8,11.64,0.6984,0,0,None,47.68,0.5736,Downtime
EQEV-00053251,2025-05-31,EQP-00469,Manlift,4.63,0.74,0.4919,0,0,None,28.94,0.5117,Normal Operation
EQEV-00053252,2025-06-01,EQP-00469,Manlift,5.24,0.87,0.4954,0,0,None,52.98,0.5127,Normal Operation
EQEV-00053253,2025-06-02,EQP-00469,Manlift,7.08,3.31,0.7515,0,0,None,31.17,0.5896,Normal Operation
EQEV-00053254,2025-06-03,EQP-00469,Manlift,4.43,4.08,0.469,0,0,None,38.88,0.5048,Downtime
EQEV-00053255,2025-06-04,EQP-00469,Manlift,6.23,4.31,0.6385,0,0,None,25.3,0.5557,Downtime
EQEV-00053256,2025-06-05,EQP-00469,Manlift,7.56,3.99,0.7802,0,0,None,29.43,0.5982,Normal Operation
EQEV-00053257,2025-06-06,EQP-00469,Manlift,5.52,0.81,0.6088,0,0,None,41.18,0.5468,Normal Operation
EQEV-00053258,2025-06-07,EQP-00469,Manlift,5.78,1.93,0.5373,0,0,None,52.1,0.5253,Normal Operation
EQEV-00053259,2025-06-08,EQP-00469,Manlift,4.87,5.53,0.452,1,0,None,195.53,0.4997,Maintenance
EQEV-00053260,2025-06-09,EQP-00469,Manlift,5.41,3.06,0.5868,0,0,None,28.57,0.5402,Normal Operation
EQEV-00053261,2025-06-10,EQP-00469,Manlift,6.12,1.27,0.6236,0,0,None,28.03,0.5512,Normal Operation
EQEV-00053262,2025-06-11,EQP-00469,Manlift,6.35,3.75,0.6182,0,0,None,27.63,0.5496,Normal Operation
EQEV-00053263,2025-06-12,EQP-00469,Manlift,5.88,5.37,0.6018,0,0,None,49.77,0.5447,Downtime
EQEV-00053264,2025-06-13,EQP-00469,Manlift,5.12,0.28,0.5469,0,0,None,55.38,0.5282,Normal Operation
EQEV-00053265,2025-06-14,EQP-00469,Manlift,5.37,3.75,0.5507,0,0,None,35.3,0.5293,Normal Operation
EQEV-00053266,2025-06-15,EQP-00469,Manlift,5.35,5.68,0.5842,0,0,None,49.57,0.5394,Downtime
EQEV-00053267,2025-06-16,EQP-00469,Manlift,6.13,2.02,0.6672,0,0,None,35.87,0.5643,Normal Operation
EQEV-00053268,2025-06-17,EQP-00469,Manlift,5.09,0.77,0.4807,0,0,None,32.46,0.5083,Normal Operation
EQEV-00053269,2025-06-18,EQP-00469,Manlift,6.83,6.2,0.7354,0,0,None,25.94,0.5847,Downtime
EQEV-00053270,2025-06-19,EQP-00469,Manlift,6.35,2.33,0.5796,0,0,None,41.05,0.538,Normal Operation
EQEV-00053271,2025-06-20,EQP-00469,Manlift,6.58,1.21,0.6821,0,1,Critical,367.62,0.5688,Failure
EQEV-00053272,2025-06-21,EQP-00469,Manlift,6.58,2.5,0.6238,0,0,None,27.94,0.5513,Normal Operation
EQEV-00053273,2025-06-22,EQP-00469,Manlift,6.07,1.97,0.5686,0,0,None,41.03,0.5347,Normal Operation
EQEV-00053274,2025-06-23,EQP-00469,Manlift,4.96,1.25,0.4692,0,0,None,53.98,0.5049,Normal Operation
EQEV-00053275,2025-06-24,EQP-00469,Manlift,6.72,5.56,0.6347,1,0,None,88.74,0.5545,Maintenance
EQEV-00053276,2025-06-25,EQP-00469,Manlift,4.9,4.28,0.4946,0,0,None,40.43,0.5125,Downtime
EQEV-00053277,2025-06-26,EQP-00469,Manlift,7.2,1.46,0.7449,0,0,None,41.12,0.5876,Normal Operation
EQEV-00053278,2025-06-27,EQP-00469,Manlift,6.21,0.51,0.6573,1,0,None,117.45,0.5613,Maintenance
EQEV-00053279,2025-06-28,EQP-00469,Manlift,5.66,1.78,0.5992,0,0,None,36.39,0.5439,Normal Operation
EQEV-00053280,2025-06-29,EQP-00469,Manlift,3.95,5.09,0.4354,0,0,None,25.03,0.4947,Downtime
EQEV-00053281,2025-01-01,EQP-00936,Crane,8.9,3.78,0.8911,0,0,None,7.95,0.7649,Normal Operation
EQEV-00053282,2025-01-02,EQP-00936,Crane,5.31,4.3,0.5713,0,0,None,9.79,0.6689,Downtime
EQEV-00053283,2025-01-03,EQP-00936,Crane,7.64,6.38,0.749,1,0,None,50.86,0.7222,Maintenance
EQEV-00053284,2025-01-04,EQP-00936,Crane,5.49,10.4,0.5104,0,0,None,17.17,0.6507,Downtime
EQEV-00053285,2025-01-05,EQP-00936,Crane,6.16,4.23,0.6237,0,0,None,16.47,0.6847,Downtime
EQEV-00053286,2025-01-06,EQP-00936,Crane,6.18,2.3,0.6696,0,0,None,15.87,0.6984,Normal Operation
EQEV-00053287,2025-01-07,EQP-00936,Crane,8.34,0.36,0.7636,1,0,None,34.08,0.7266,Maintenance
EQEV-00053288,2025-01-08,EQP-00936,Crane,6.34,1.64,0.6396,0,0,None,8.59,0.6894,Normal Operation
EQEV-00053289,2025-01-09,EQP-00936,Crane,7.05,1.07,0.7109,0,0,None,10.99,0.7108,Normal Operation
EQEV-00053290,2025-01-10,EQP-00936,Crane,6.17,1.52,0.5785,0,1,Moderate,102.38,0.6711,Failure
EQEV-00053291,2025-01-11,EQP-00936,Crane,8.73,4.14,0.8063,0,0,None,12.87,0.7394,Downtime
EQEV-00053292,2025-01-12,EQP-00936,Crane,5.78,1.18,0.6113,0,0,None,11.95,0.6809,Normal Operation
EQEV-00053293,2025-01-13,EQP-00936,Crane,9.11,5.26,0.8523,0,0,None,9.9,0.7532,Downtime
EQEV-00053294,2025-01-14,EQP-00936,Crane,7.23,1.79,0.6838,0,0,None,13.81,0.7027,Normal Operation
EQEV-00053295,2025-01-15,EQP-00936,Crane,6.69,2.15,0.6102,0,1,Minor,61.62,0.6806,Failure
EQEV-00053296,2025-01-16,EQP-00936,Crane,8.07,0.72,0.7857,0,0,None,11.91,0.7333,Normal Operation
EQEV-00053297,2025-01-17,EQP-00936,Crane,7.52,0.47,0.7887,0,0,None,14.81,0.7342,Normal Operation
EQEV-00053298,2025-01-18,EQP-00936,Crane,5.77,4.6,0.5673,1,0,None,19.9,0.6677,Maintenance
EQEV-00053299,2025-01-19,EQP-00936,Crane,6.92,4.09,0.6978,0,0,None,9.21,0.7069,Downtime
EQEV-00053300,2025-01-20,EQP-00936,Crane,8.5,1.18,0.7858,0,0,None,18.15,0.7333,Normal Operation
EQEV-00053301,2025-01-21,EQP-00936,Crane,7.74,2.31,0.7902,0,0,None,13.04,0.7346,Normal Operation
EQEV-00053302,2025-01-22,EQP-00936,Crane,7.74,1.46,0.7138,0,0,None,7.23,0.7117,Normal Operation
EQEV-00053303,2025-01-23,EQP-00936,Crane,8.31,1.93,0.8355,0,0,None,10.41,0.7482,Normal Operation
EQEV-00053304,2025-01-24,EQP-00936,Crane,6.31,2.66,0.693,0,0,None,6.35,0.7054,Normal Operation
EQEV-00053305,2025-01-25,EQP-00936,Crane,5.66,1.94,0.5959,0,1,Minor,155.32,0.6763,Failure
EQEV-00053306,2025-01-26,EQP-00936,Crane,7.67,1.39,0.7,0,0,None,12.07,0.7076,Normal Operation
EQEV-00053307,2025-01-27,EQP-00936,Crane,7.9,0.17,0.7859,0,0,None,11.92,0.7333,Normal Operation
EQEV-00053308,2025-01-28,EQP-00936,Crane,7.91,0.78,0.7805,0,0,None,13.01,0.7317,Normal Operation
EQEV-00053309,2025-01-29,EQP-00936,Crane,7.19,2.34,0.697,0,0,None,10.72,0.7066,Normal Operation
EQEV-00053310,2025-01-30,EQP-00936,Crane,6.65,0.92,0.6302,0,0,None,8.69,0.6866,Normal Operation
EQEV-00053311,2025-01-31,EQP-00936,Crane,7.8,6.28,0.7526,0,0,None,17.42,0.7233,Downtime
EQEV-00053312,2025-02-01,EQP-00936,Crane,5.66,1.04,0.5551,0,0,None,15.82,0.6641,Normal Operation
EQEV-00053313,2025-02-02,EQP-00936,Crane,6.25,4.73,0.6402,0,0,None,17.41,0.6896,Downtime
EQEV-00053314,2025-02-03,EQP-00936,Crane,7.77,0.65,0.7271,1,0,None,59.14,0.7157,Maintenance
EQEV-00053315,2025-02-04,EQP-00936,Crane,9.16,1.37,0.8977,1,0,None,19.36,0.7669,Maintenance
EQEV-00053316,2025-02-05,EQP-00936,Crane,5.89,1.99,0.5697,0,0,None,15.97,0.6685,Normal Operation
EQEV-00053317,2025-02-06,EQP-00936,Crane,6.28,0.65,0.6067,0,0,None,11.94,0.6796,Normal Operation
EQEV-00053318,2025-02-07,EQP-00936,Crane,7.53,0.31,0.7112,0,0,None,7.51,0.7109,Normal Operation
EQEV-00053319,2025-02-08,EQP-00936,Crane,6.98,6.7,0.6826,0,0,None,8.84,0.7023,Downtime
EQEV-00053320,2025-02-09,EQP-00936,Crane,6.45,1.1,0.6213,0,0,None,15.03,0.6839,Normal Operation
EQEV-00053321,2025-02-10,EQP-00936,Crane,7.27,4.58,0.7603,0,1,Minor,57.02,0.7256,Failure
EQEV-00053322,2025-02-11,EQP-00936,Crane,7.23,3.88,0.7372,0,1,Minor,44.72,0.7187,Failure
EQEV-00053323,2025-02-12,EQP-00936,Crane,6.76,1.12,0.7309,1,0,None,30.77,0.7168,Maintenance
EQEV-00053324,2025-02-13,EQP-00936,Crane,8.77,0.28,0.8124,1,0,None,49.44,0.7413,Maintenance
EQEV-00053325,2025-02-14,EQP-00936,Crane,7.08,3.05,0.6593,0,0,None,10.83,0.6953,Normal Operation
EQEV-00053326,2025-02-15,EQP-00936,Crane,6.93,1.03,0.6697,0,0,None,8.44,0.6985,Normal Operation
EQEV-00053327,2025-02-16,EQP-00936,Crane,7.23,6.28,0.7013,0,0,None,15.76,0.7079,Downtime
EQEV-00053328,2025-02-17,EQP-00936,Crane,6.79,3.93,0.6729,0,0,None,12.91,0.6994,Normal Operation
EQEV-00053329,2025-02-18,EQP-00936,Crane,7.01,0.89,0.6566,0,0,None,14.87,0.6945,Normal Operation
EQEV-00053330,2025-02-19,EQP-00936,Crane,5.08,0.1,0.5346,0,0,None,10.8,0.6579,Normal Operation
EQEV-00053331,2025-02-20,EQP-00936,Crane,6.37,5.88,0.7059,0,0,None,8.01,0.7093,Downtime
EQEV-00053332,2025-02-21,EQP-00936,Crane,7.66,1.84,0.8165,0,0,None,10.99,0.7425,Normal Operation
EQEV-00053333,2025-02-22,EQP-00936,Crane,5.58,2.15,0.6092,0,1,Moderate,162.59,0.6803,Failure
EQEV-00053334,2025-02-23,EQP-00936,Crane,5.19,9.79,0.5761,1,0,None,22.09,0.6704,Maintenance
EQEV-00053335,2025-02-24,EQP-00936,Crane,8.97,8.3,0.8493,0,0,None,8.5,0.7523,Downtime
EQEV-00053336,2025-02-25,EQP-00936,Crane,6.77,1.12,0.6235,0,0,None,15.66,0.6846,Normal Operation
EQEV-00053337,2025-02-26,EQP-00936,Crane,6.36,0.62,0.6821,0,0,None,11.12,0.7022,Normal Operation
EQEV-00053338,2025-02-27,EQP-00936,Crane,7.36,3.78,0.7453,0,1,Major,59.48,0.7211,Failure
