delivery_id,po_id,project_id,supplier_id,material_id,planned_delivery_date,expected_delivery_date,actual_delivery_date,ordered_quantity,delivered_quantity,accepted_quantity,rejected_quantity,delay_days,late_delivery_flag,quality_issue_flag,delivery_status
DEL-0011341,PO-0011341,PRJ-0072,SUP-0124,MAT-0149,2022-05-10,2022-04-20,2022-04-20,18.0,18.47,18.47,0.0,0,0,0,On Time
DEL-0011342,PO-0011342,PRJ-0072,SUP-0272,MAT-0033,2021-02-14,2021-01-25,2021-01-25,1105.0,1107.12,1107.12,0.0,0,0,0,On Time
DEL-0011343,PO-0011343,PRJ-0072,SUP-0166,MAT-0127,2021-05-26,2021-05-15,2021-05-15,966.0,937.66,937.66,0.0,0,0,0,On Time
DEL-0011344,PO-0011344,PRJ-0072,SUP-0168,MAT-0035,2021-09-17,2021-08-28,2021-08-28,511.0,532.33,532.33,0.0,0,0,0,On Time
DEL-0011345,PO-0011345,PRJ-0072,SUP-0184,MAT-0154,2022-09-02,2022-08-18,2022-08-20,649.0,633.04,633.04,0.0,2,0,0,On Time
DEL-0011346,PO-0011346,PRJ-0072,SUP-0018,MAT-0062,2021-02-28,2021-02-18,2021-02-22,72.0,72.87,72.87,0.0,4,1,0,Late
DEL-0011347,PO-0011347,PRJ-0072,SUP-0231,MAT-0028,2020-12-14,2020-12-06,2021-01-05,294.0,291.4,268.11,23.29,30,1,1,Late - Quality Issue
DEL-0011348,PO-0011348,PRJ-0072,SUP-0212,MAT-0151,2022-02-14,2022-01-25,2022-02-02,288.0,309.16,286.24,22.92,8,1,1,Late - Quality Issue
DEL-0011349,PO-0011349,PRJ-0072,SUP-0330,MAT-0125,2021-12-31,2021-12-23,2021-12-23,574.0,585.63,585.63,0.0,0,0,0,On Time
DEL-0011350,PO-0011350,PRJ-0072,SUP-0181,MAT-0061,2021-09-02,2021-08-23,2021-08-23,294.0,286.13,286.13,0.0,0,0,0,On Time
DEL-0011351,PO-0011351,PRJ-0072,SUP-0079,MAT-0208,2022-09-19,2022-09-13,2022-09-21,378.0,388.45,388.45,0.0,8,1,0,Late
DEL-0011352,PO-0011352,PRJ-0072,SUP-0137,MAT-0199,2021-01-03,2020-12-17,2020-12-23,78.0,78.97,78.97,0.0,6,1,0,Late
DEL-0011353,PO-0011353,PRJ-0072,SUP-0344,MAT-0054,2021-03-24,2021-03-04,2021-03-04,600.0,596.07,596.07,0.0,0,0,0,On Time
DEL-0011354,PO-0011354,PRJ-0072,SUP-0061,MAT-0108,2021-02-13,2021-01-29,2021-02-17,285.0,278.43,278.43,0.0,19,1,0,Late
DEL-0011355,PO-0011355,PRJ-0072,SUP-0061,MAT-0091,2020-12-21,2020-12-13,2020-12-16,682.0,658.92,658.92,0.0,3,1,0,Late
DEL-0011356,PO-0011356,PRJ-0072,SUP-0008,MAT-0030,2021-03-23,2021-03-08,2021-03-08,708.0,738.87,738.87,0.0,0,0,0,On Time
DEL-0011357,PO-0011357,PRJ-0072,SUP-0315,MAT-0114,2022-02-11,2022-01-21,2022-02-22,90.0,89.82,89.82,0.0,32,1,0,Late
DEL-0011358,PO-0011358,PRJ-0072,SUP-0027,MAT-0019,2022-01-03,2021-12-25,2022-02-26,154.0,148.44,148.44,0.0,63,1,0,Late
DEL-0011359,PO-0011359,PRJ-0072,SUP-0011,MAT-0234,2021-09-29,2021-09-13,2021-09-13,570.0,540.03,540.03,0.0,0,0,0,On Time
DEL-0011360,PO-0011360,PRJ-0072,SUP-0121,MAT-0009,2020-10-03,2020-09-18,2020-09-18,470.0,463.08,463.08,0.0,0,0,0,On Time
DEL-0011361,PO-0011361,PRJ-0072,SUP-0116,MAT-0240,2022-06-22,2022-06-11,2022-06-12,684.0,684.43,684.43,0.0,1,0,0,On Time
DEL-0011362,PO-0011362,PRJ-0072,SUP-0023,MAT-0145,2021-02-27,2021-02-14,2021-02-14,364.0,378.16,378.16,0.0,0,0,0,On Time
DEL-0011363,PO-0011363,PRJ-0072,SUP-0290,MAT-0012,2021-08-21,2021-08-03,2021-08-05,726.0,687.79,687.79,0.0,2,0,0,On Time
DEL-0011364,PO-0011364,PRJ-0072,SUP-0090,MAT-0162,2022-02-27,2022-02-07,2022-03-27,78.0,70.61,70.61,0.0,48,1,0,Late
DEL-0011365,PO-0011365,PRJ-0072,SUP-0134,MAT-0042,2022-07-01,2022-06-13,2022-06-13,156.0,149.31,149.31,0.0,0,0,0,On Time
DEL-0011366,PO-0011366,PRJ-0072,SUP-0272,MAT-0049,2021-01-27,2021-01-12,2021-01-13,204.0,203.49,203.49,0.0,1,0,0,On Time
DEL-0011367,PO-0011367,PRJ-0072,SUP-0174,MAT-0159,2021-10-19,2021-10-04,2021-10-05,936.0,941.12,941.12,0.0,1,0,0,On Time
DEL-0011368,PO-0011368,PRJ-0072,SUP-0155,MAT-0196,2022-08-16,2022-07-28,2022-07-29,40.0,40.29,40.29,0.0,1,0,0,On Time
DEL-0011369,PO-0011369,PRJ-0072,SUP-0307,MAT-0064,2021-08-16,2021-08-01,2021-08-01,747.0,730.28,730.28,0.0,0,0,0,On Time
DEL-0011370,PO-0011370,PRJ-0072,SUP-0030,MAT-0028,2022-02-21,2022-02-10,2022-02-11,686.0,713.24,713.24,0.0,1,0,0,On Time
DEL-0011371,PO-0011371,PRJ-0072,SUP-0216,MAT-0171,2021-09-17,2021-09-02,2021-09-23,686.0,666.1,666.1,0.0,21,1,0,Late
DEL-0011372,PO-0011372,PRJ-0072,SUP-0204,MAT-0213,2021-11-26,2021-11-11,2021-11-11,152.0,153.26,153.26,0.0,0,0,0,On Time
DEL-0011373,PO-0011373,PRJ-0072,SUP-0063,MAT-0067,2021-02-21,2021-01-31,2021-01-31,1152.0,1095.53,1095.53,0.0,0,0,0,On Time
DEL-0011374,PO-0011374,PRJ-0072,SUP-0177,MAT-0215,2021-07-03,2021-06-13,2021-06-13,80.0,85.12,85.12,0.0,0,0,0,On Time
DEL-0011375,PO-0011375,PRJ-0072,SUP-0225,MAT-0008,2021-02-25,2021-02-10,2021-02-12,266.0,255.67,255.67,0.0,2,0,0,On Time
DEL-0011376,PO-0011376,PRJ-0072,SUP-0053,MAT-0192,2021-02-24,2021-02-13,2021-02-20,20.0,19.38,19.38,0.0,7,1,0,Late
DEL-0011377,PO-0011377,PRJ-0072,SUP-0038,MAT-0055,2021-01-21,2021-01-06,2021-01-06,36.0,36.3,34.31,1.99,0,0,1,On Time - Quality Issue
DEL-0011378,PO-0011378,PRJ-0072,SUP-0253,MAT-0085,2022-02-12,2022-02-03,2022-02-05,325.0,313.32,313.32,0.0,2,0,0,On Time
DEL-0011379,PO-0011379,PRJ-0072,SUP-0182,MAT-0217,2021-02-02,2021-01-15,2021-01-16,567.0,576.47,576.47,0.0,1,0,0,On Time
DEL-0011380,PO-0011380,PRJ-0072,SUP-0027,MAT-0220,2021-06-16,2021-05-25,2021-06-01,440.0,463.12,463.12,0.0,7,1,0,Late
DEL-0011381,PO-0011381,PRJ-0072,SUP-0011,MAT-0048,2022-09-07,2022-08-30,2022-08-30,182.0,183.87,183.87,0.0,0,0,0,On Time
DEL-0011382,PO-0011382,PRJ-0072,SUP-0036,MAT-0111,2022-04-04,2022-03-21,2022-03-23,39.0,39.86,39.86,0.0,2,0,0,On Time
DEL-0011383,PO-0011383,PRJ-0072,SUP-0328,MAT-0199,2021-01-14,2020-12-25,2020-12-26,48.0,46.87,46.87,0.0,1,0,0,On Time
DEL-0011384,PO-0011384,PRJ-0072,SUP-0227,MAT-0241,2021-10-05,2021-09-21,2021-09-23,882.0,848.33,848.33,0.0,2,0,0,On Time
DEL-0011385,PO-0011385,PRJ-0072,SUP-0027,MAT-0222,2021-01-08,2020-12-21,2020-12-21,378.0,392.84,392.84,0.0,0,0,0,On Time
DEL-0011386,PO-0011386,PRJ-0072,SUP-0235,MAT-0094,2022-06-10,2022-05-21,2022-05-23,1040.0,1005.82,1005.82,0.0,2,0,0,On Time
DEL-0011387,PO-0011387,PRJ-0072,SUP-0010,MAT-0120,2022-02-13,2022-02-08,2022-02-10,252.0,254.72,254.72,0.0,2,0,0,On Time
DEL-0011388,PO-0011388,PRJ-0072,SUP-0111,MAT-0064,2021-09-17,2021-09-03,2021-09-04,747.0,771.09,771.09,0.0,1,0,0,On Time
DEL-0011389,PO-0011389,PRJ-0072,SUP-0053,MAT-0105,2020-12-15,2020-11-22,2020-11-22,30.0,30.4,30.4,0.0,0,0,0,On Time
DEL-0011390,PO-0011390,PRJ-0072,SUP-0073,MAT-0082,2021-05-25,2021-05-18,2021-05-20,351.0,345.31,345.31,0.0,2,0,0,On Time
DEL-0011391,PO-0011391,PRJ-0072,SUP-0339,MAT-0066,2022-03-30,2022-03-20,2022-03-20,576.0,571.81,571.81,0.0,0,0,0,On Time
DEL-0011392,PO-0011392,PRJ-0072,SUP-0115,MAT-0126,2021-05-23,2021-05-04,2021-06-01,540.0,571.49,571.49,0.0,28,1,0,Late
DEL-0011393,PO-0011393,PRJ-0072,SUP-0103,MAT-0192,2021-07-10,2021-07-04,2021-07-15,100.0,95.66,95.66,0.0,11,1,0,Late
DEL-0011394,PO-0011394,PRJ-0072,SUP-0302,MAT-0063,2022-03-12,2022-02-23,2022-02-24,28.0,27.05,27.05,0.0,1,0,0,On Time
DEL-0011395,PO-0011395,PRJ-0072,SUP-0330,MAT-0105,2020-12-12,2020-11-22,2020-12-07,10.0,9.89,9.89,0.0,15,1,0,Late
DEL-0011396,PO-0011396,PRJ-0072,SUP-0008,MAT-0248,2020-10-11,2020-09-22,2020-09-23,18.0,18.58,18.58,0.0,1,0,0,On Time
DEL-0011397,PO-0011397,PRJ-0072,SUP-0121,MAT-0166,2022-02-23,2022-02-16,2022-02-17,416.0,415.59,415.59,0.0,1,0,0,On Time
DEL-0011398,PO-0011398,PRJ-0072,SUP-0125,MAT-0124,2022-06-01,2022-05-21,2022-05-21,36.0,35.07,35.07,0.0,0,0,0,On Time
DEL-0011399,PO-0011399,PRJ-0072,SUP-0238,MAT-0034,2021-10-28,2021-10-18,2021-10-19,196.0,195.75,195.75,0.0,1,0,0,On Time
DEL-0011400,PO-0011400,PRJ-0072,SUP-0008,MAT-0151,2020-09-27,2020-09-07,2020-09-07,192.0,186.24,186.24,0.0,0,0,0,On Time
DEL-0011401,PO-0011401,PRJ-0072,SUP-0140,MAT-0145,2021-10-06,2021-09-24,2021-10-14,572.0,576.74,576.74,0.0,20,1,0,Late
DEL-0011402,PO-0011402,PRJ-0072,SUP-0081,MAT-0070,2021-02-23,2021-02-12,2021-02-12,680.0,682.39,682.39,0.0,0,0,0,On Time
DEL-0011403,PO-0011403,PRJ-0072,SUP-0060,MAT-0243,2021-12-30,2021-12-19,2021-12-19,40.0,38.74,38.74,0.0,0,0,0,On Time
DEL-0011404,PO-0011404,PRJ-0072,SUP-0239,MAT-0200,2022-09-19,2022-09-22,2022-09-24,665.0,651.69,651.69,0.0,2,1,0,Late
DEL-0011405,PO-0011405,PRJ-0072,SUP-0013,MAT-0064,2021-05-05,2021-04-19,2021-04-20,664.0,644.44,644.44,0.0,1,0,0,On Time
DEL-0011406,PO-0011406,PRJ-0072,SUP-0163,MAT-0130,2022-09-19,2022-09-08,2022-09-08,442.0,449.42,449.42,0.0,0,0,0,On Time
DEL-0011407,PO-0011407,PRJ-0072,SUP-0299,MAT-0144,2021-06-27,2021-06-17,2021-06-19,400.0,408.22,408.22,0.0,2,0,0,On Time
DEL-0011408,PO-0011408,PRJ-0072,SUP-0034,MAT-0090,2022-09-19,2022-11-07,2022-11-07,996.0,980.77,763.49,217.28,0,0,1,On Time - Quality Issue
DEL-0011409,PO-0011409,PRJ-0072,SUP-0107,MAT-0055,2022-06-08,2022-05-24,2022-05-25,36.0,36.49,36.49,0.0,1,0,0,On Time
DEL-0011410,PO-0011410,PRJ-0072,SUP-0090,MAT-0087,2020-11-02,2020-10-12,2020-10-12,594.0,594.99,594.99,0.0,0,0,0,On Time
DEL-0011411,PO-0011411,PRJ-0072,SUP-0090,MAT-0244,2022-04-14,2022-04-07,2022-04-07,770.0,751.98,751.98,0.0,0,0,0,On Time
DEL-0011412,PO-0011412,PRJ-0072,SUP-0008,MAT-0086,2022-02-12,2022-02-07,2022-02-07,255.0,253.85,253.85,0.0,0,0,0,On Time
DEL-0011413,PO-0011413,PRJ-0072,SUP-0305,MAT-0074,2021-10-16,2021-10-07,2021-10-08,671.0,630.69,630.69,0.0,1,0,0,On Time
DEL-0011414,PO-0011414,PRJ-0072,SUP-0058,MAT-0058,2021-06-04,2021-05-25,2021-05-25,45.0,43.07,43.07,0.0,0,0,0,On Time
DEL-0011415,PO-0011415,PRJ-0072,SUP-0198,MAT-0122,2022-02-17,2022-02-03,2022-02-05,120.0,122.61,122.61,0.0,2,0,0,On Time
DEL-0011416,PO-0011416,PRJ-0072,SUP-0108,MAT-0177,2022-08-02,2022-07-24,2022-07-25,820.0,795.39,795.39,0.0,1,0,0,On Time
DEL-0011417,PO-0011417,PRJ-0072,SUP-0107,MAT-0063,2020-12-29,2020-12-09,2020-12-26,224.0,225.14,225.14,0.0,17,1,0,Late
DEL-0011418,PO-0011418,PRJ-0072,SUP-0216,MAT-0160,2021-05-22,2021-05-02,2021-05-03,143.0,141.31,141.31,0.0,1,0,0,On Time
DEL-0011419,PO-0011419,PRJ-0072,SUP-0305,MAT-0177,2021-05-19,2021-05-10,2021-05-14,82.0,83.3,83.3,0.0,4,1,0,Late
DEL-0011420,PO-0011420,PRJ-0072,SUP-0330,MAT-0217,2021-03-06,2021-02-15,2021-02-17,162.0,163.67,163.67,0.0,2,0,0,On Time
DEL-0011421,PO-0011421,PRJ-0072,SUP-0292,MAT-0200,2022-09-14,2022-08-25,2022-08-25,950.0,1020.18,1020.18,0.0,0,0,0,On Time
DEL-0011422,PO-0011422,PRJ-0072,SUP-0145,MAT-0227,2021-01-13,2021-01-07,2021-01-08,320.0,335.47,335.47,0.0,1,0,0,On Time
DEL-0011423,PO-0011423,PRJ-0072,SUP-0032,MAT-0222,2021-04-05,2021-03-13,2021-03-15,819.0,776.34,776.34,0.0,2,0,0,On Time
DEL-0011424,PO-0011424,PRJ-0072,SUP-0117,MAT-0140,2021-12-12,2021-12-05,2021-12-07,44.0,42.08,42.08,0.0,2,0,0,On Time
DEL-0011425,PO-0011425,PRJ-0072,SUP-0275,MAT-0005,2021-12-10,2021-11-25,2021-11-25,42.0,41.02,33.81,7.21,0,0,1,On Time - Quality Issue
DEL-0011426,PO-0011426,PRJ-0072,SUP-0100,MAT-0156,2022-01-12,2021-12-26,2022-01-22,632.0,637.23,637.23,0.0,27,1,0,Late
DEL-0011427,PO-0011427,PRJ-0072,SUP-0308,MAT-0123,2022-01-04,2021-12-29,2021-12-29,120.0,123.7,123.7,0.0,0,0,0,On Time
DEL-0011428,PO-0011428,PRJ-0072,SUP-0227,MAT-0069,2022-09-19,2022-10-01,2022-10-17,34.0,34.63,34.63,0.0,16,1,0,Late
DEL-0011429,PO-0011429,PRJ-0072,SUP-0201,MAT-0178,2022-09-19,2022-10-03,2022-10-03,195.0,185.98,185.98,0.0,0,0,0,On Time
DEL-0011430,PO-0011430,PRJ-0072,SUP-0211,MAT-0026,2022-07-30,2022-07-10,2022-07-11,456.0,460.43,460.43,0.0,1,0,0,On Time
DEL-0011431,PO-0011431,PRJ-0072,SUP-0172,MAT-0129,2022-01-29,2022-01-18,2022-01-20,42.0,42.04,42.04,0.0,2,0,0,On Time
DEL-0011432,PO-0011432,PRJ-0072,SUP-0292,MAT-0219,2021-01-28,2021-01-14,2021-01-15,60.0,59.97,59.97,0.0,1,0,0,On Time
DEL-0011433,PO-0011433,PRJ-0072,SUP-0142,MAT-0162,2022-09-19,2022-11-06,2022-11-07,39.0,39.53,39.53,0.0,1,0,0,On Time
DEL-0011434,PO-0011434,PRJ-0072,SUP-0184,MAT-0074,2021-06-08,2021-05-29,2021-05-30,854.0,874.89,874.89,0.0,1,0,0,On Time
DEL-0011435,PO-0011435,PRJ-0072,SUP-0128,MAT-0143,2021-11-08,2021-10-23,2021-10-23,44.0,44.25,44.25,0.0,0,0,0,On Time
DEL-0011436,PO-0011436,PRJ-0072,SUP-0111,MAT-0073,2022-06-19,2022-06-04,2022-06-06,24.0,23.75,23.75,0.0,2,0,0,On Time
DEL-0011437,PO-0011437,PRJ-0072,SUP-0182,MAT-0130,2022-03-04,2022-02-15,2022-02-15,442.0,434.86,434.86,0.0,0,0,0,On Time
DEL-0011438,PO-0011438,PRJ-0073,SUP-0128,MAT-0244,2019-07-13,2019-07-05,2019-07-06,1078.0,1075.79,1075.79,0.0,1,0,0,On Time
DEL-0011439,PO-0011439,PRJ-0073,SUP-0212,MAT-0064,2018-06-29,2018-06-16,2018-06-16,830.0,833.4,833.4,0.0,0,0,0,On Time
DEL-0011440,PO-0011440,PRJ-0073,SUP-0147,MAT-0155,2018-12-26,2018-12-06,2018-12-06,162.0,165.83,165.83,0.0,0,0,0,On Time
DEL-0011441,PO-0011441,PRJ-0073,SUP-0036,MAT-0225,2018-06-17,2018-05-30,2018-05-30,348.0,351.87,351.87,0.0,0,0,0,On Time
DEL-0011442,PO-0011442,PRJ-0073,SUP-0239,MAT-0134,2018-10-12,2018-10-05,2018-10-07,468.0,463.28,463.28,0.0,2,0,0,On Time
DEL-0011443,PO-0011443,PRJ-0073,SUP-0051,MAT-0155,2018-11-12,2018-10-27,2018-11-06,252.0,252.79,252.79,0.0,10,1,0,Late
DEL-0011444,PO-0011444,PRJ-0073,SUP-0290,MAT-0176,2018-05-10,2018-04-23,2018-04-24,4.0,3.92,3.92,0.0,1,0,0,On Time
DEL-0011445,PO-0011445,PRJ-0073,SUP-0315,MAT-0217,2018-04-19,2018-03-31,2018-04-01,729.0,737.36,737.36,0.0,1,0,0,On Time
DEL-0011446,PO-0011446,PRJ-0073,SUP-0233,MAT-0045,2019-02-08,2019-02-07,2019-02-09,186.0,186.77,186.77,0.0,2,0,0,On Time
DEL-0011447,PO-0011447,PRJ-0073,SUP-0174,MAT-0180,2018-07-13,2018-07-10,2018-07-10,182.0,182.09,182.09,0.0,0,0,0,On Time
DEL-0011448,PO-0011448,PRJ-0073,SUP-0284,MAT-0027,2018-06-27,2018-06-16,2018-06-16,130.0,130.33,130.33,0.0,0,0,0,On Time
DEL-0011449,PO-0011449,PRJ-0073,SUP-0246,MAT-0146,2018-08-09,2018-07-22,2018-07-24,320.0,308.77,308.77,0.0,2,0,0,On Time
DEL-0011450,PO-0011450,PRJ-0073,SUP-0069,MAT-0096,2018-05-26,2018-05-18,2018-05-18,44.0,43.4,43.4,0.0,0,0,0,On Time
DEL-0011451,PO-0011451,PRJ-0073,SUP-0289,MAT-0133,2018-04-06,2018-04-01,2018-04-14,1274.0,1266.09,1266.09,0.0,13,1,0,Late
DEL-0011452,PO-0011452,PRJ-0073,SUP-0099,MAT-0202,2018-03-31,2018-03-22,2018-03-23,1078.0,1060.39,1060.39,0.0,1,0,0,On Time
DEL-0011453,PO-0011453,PRJ-0073,SUP-0175,MAT-0134,2018-06-29,2018-06-19,2018-06-19,156.0,148.79,148.79,0.0,0,0,0,On Time
DEL-0011454,PO-0011454,PRJ-0073,SUP-0175,MAT-0034,2018-03-25,2018-03-17,2018-03-17,28.0,29.15,29.15,0.0,0,0,0,On Time
DEL-0011455,PO-0011455,PRJ-0073,SUP-0180,MAT-0167,2019-04-27,2019-04-12,2019-04-13,296.0,303.65,303.65,0.0,1,0,0,On Time
DEL-0011456,PO-0011456,PRJ-0073,SUP-0144,MAT-0114,2019-03-15,2019-02-24,2019-03-09,180.0,171.32,171.32,0.0,13,1,0,Late
DEL-0011457,PO-0011457,PRJ-0073,SUP-0198,MAT-0144,2018-08-29,2018-08-18,2018-08-18,440.0,415.57,415.57,0.0,0,0,0,On Time
DEL-0011458,PO-0011458,PRJ-0073,SUP-0103,MAT-0118,2019-06-14,2019-06-05,2019-06-05,832.0,839.61,644.49,195.12,0,0,1,On Time - Quality Issue
DEL-0011459,PO-0011459,PRJ-0073,SUP-0322,MAT-0091,2018-09-23,2018-09-18,2018-09-26,806.0,833.05,833.05,0.0,8,1,0,Late
DEL-0011460,PO-0011460,PRJ-0073,SUP-0286,MAT-0240,2019-08-04,2019-07-25,2019-07-25,76.0,73.17,73.17,0.0,0,0,0,On Time
DEL-0011461,PO-0011461,PRJ-0073,SUP-0206,MAT-0233,2018-11-22,2018-11-04,2018-11-06,1092.0,1069.48,917.83,151.65,2,0,1,On Time - Quality Issue
DEL-0011462,PO-0011462,PRJ-0073,SUP-0208,MAT-0101,2018-09-15,2018-08-29,2018-08-30,649.0,650.92,650.92,0.0,1,0,0,On Time
DEL-0011463,PO-0011463,PRJ-0073,SUP-0121,MAT-0011,2018-05-09,2018-04-22,2018-04-24,192.0,189.82,189.82,0.0,2,0,0,On Time
DEL-0011464,PO-0011464,PRJ-0073,SUP-0290,MAT-0145,2018-12-19,2018-12-12,2018-12-12,208.0,198.78,188.33,10.45,0,0,1,On Time - Quality Issue
DEL-0011465,PO-0011465,PRJ-0073,SUP-0045,MAT-0133,2019-08-25,2019-09-21,2019-09-24,980.0,950.59,950.59,0.0,3,1,0,Late
DEL-0011466,PO-0011466,PRJ-0073,SUP-0110,MAT-0248,2019-07-01,2019-06-11,2019-06-11,234.0,239.96,239.96,0.0,0,0,0,On Time
DEL-0011467,PO-0011467,PRJ-0073,SUP-0279,MAT-0179,2018-08-05,2018-07-19,2018-08-25,54.0,53.44,53.44,0.0,37,1,0,Late
DEL-0011468,PO-0011468,PRJ-0073,SUP-0233,MAT-0238,2019-06-12,2019-05-28,2019-05-30,756.0,731.05,731.05,0.0,2,0,0,On Time
DEL-0011469,PO-0011469,PRJ-0073,SUP-0333,MAT-0124,2019-04-16,2019-04-01,2019-04-02,36.0,37.51,37.51,0.0,1,0,0,On Time
DEL-0011470,PO-0011470,PRJ-0073,SUP-0223,MAT-0123,2018-08-28,2018-08-22,2018-08-26,60.0,61.67,61.67,0.0,4,1,0,Late
DEL-0011471,PO-0011471,PRJ-0073,SUP-0206,MAT-0093,2018-09-04,2018-08-16,2018-08-16,91.0,92.91,92.91,0.0,0,0,0,On Time
DEL-0011472,PO-0011472,PRJ-0073,SUP-0178,MAT-0114,2018-03-29,2018-03-10,2018-03-18,18.0,17.9,17.9,0.0,8,1,0,Late
DEL-0011473,PO-0011473,PRJ-0073,SUP-0227,MAT-0206,2019-08-25,2019-10-30,2019-11-12,259.0,255.64,255.64,0.0,13,1,0,Late
DEL-0011474,PO-0011474,PRJ-0073,SUP-0026,MAT-0079,2019-04-20,2019-04-06,2019-04-06,624.0,623.65,623.65,0.0,0,0,0,On Time
DEL-0011475,PO-0011475,PRJ-0073,SUP-0134,MAT-0250,2018-11-14,2018-11-09,2018-12-26,110.0,107.12,107.12,0.0,47,1,0,Late
DEL-0011476,PO-0011476,PRJ-0073,SUP-0189,MAT-0022,2019-06-28,2019-06-14,2019-07-10,48.0,48.24,48.24,0.0,26,1,0,Late
DEL-0011477,PO-0011477,PRJ-0073,SUP-0328,MAT-0225,2018-06-23,2018-06-03,2018-06-03,406.0,418.3,418.3,0.0,0,0,0,On Time
DEL-0011478,PO-0011478,PRJ-0073,SUP-0294,MAT-0118,2018-07-20,2018-07-08,2018-07-08,512.0,524.4,524.4,0.0,0,0,0,On Time
DEL-0011479,PO-0011479,PRJ-0073,SUP-0027,MAT-0017,2019-07-20,2019-06-30,2019-06-30,91.0,91.98,91.98,0.0,0,0,0,On Time
DEL-0011480,PO-0011480,PRJ-0073,SUP-0311,MAT-0038,2019-03-31,2019-03-27,2019-03-27,408.0,414.92,414.92,0.0,0,0,0,On Time
DEL-0011481,PO-0011481,PRJ-0073,SUP-0043,MAT-0008,2018-10-06,2018-09-23,2018-10-09,76.0,76.02,76.02,0.0,16,1,0,Late
DEL-0011482,PO-0011482,PRJ-0073,SUP-0305,MAT-0239,2018-09-10,2018-08-23,2018-08-23,160.0,157.74,157.74,0.0,0,0,0,On Time
DEL-0011483,PO-0011483,PRJ-0073,SUP-0067,MAT-0156,2018-03-11,2018-02-17,2018-02-21,790.0,784.06,784.06,0.0,4,1,0,Late
DEL-0011484,PO-0011484,PRJ-0073,SUP-0039,MAT-0130,2019-07-25,2019-07-10,2019-07-10,442.0,431.09,431.09,0.0,0,0,0,On Time
DEL-0011485,PO-0011485,PRJ-0073,SUP-0302,MAT-0181,2018-04-15,2018-04-04,2018-04-06,171.0,182.0,182.0,0.0,2,0,0,On Time
DEL-0011486,PO-0011486,PRJ-0073,SUP-0348,MAT-0197,2019-08-01,2019-07-14,2019-07-18,42.0,40.48,40.48,0.0,4,1,0,Late
DEL-0011487,PO-0011487,PRJ-0073,SUP-0216,MAT-0166,2018-12-21,2018-12-11,2018-12-12,224.0,216.93,216.93,0.0,1,0,0,On Time
DEL-0011488,PO-0011488,PRJ-0073,SUP-0202,MAT-0138,2018-11-06,2018-10-26,2018-10-28,470.0,467.52,467.52,0.0,2,0,0,On Time
DEL-0011489,PO-0011489,PRJ-0073,SUP-0297,MAT-0218,2018-03-26,2018-03-08,2018-03-08,102.0,102.06,102.06,0.0,0,0,0,On Time
DEL-0011490,PO-0011490,PRJ-0073,SUP-0049,MAT-0056,2019-04-28,2019-04-14,2019-04-14,96.0,94.11,94.11,0.0,0,0,0,On Time
DEL-0011491,PO-0011491,PRJ-0073,SUP-0126,MAT-0047,2019-05-07,2019-04-30,2019-04-30,1118.0,1077.95,1077.95,0.0,0,0,0,On Time
DEL-0011492,PO-0011492,PRJ-0073,SUP-0047,MAT-0130,2019-07-12,2019-06-30,2019-08-06,340.0,351.99,351.99,0.0,37,1,0,Late
DEL-0011493,PO-0011493,PRJ-0073,SUP-0044,MAT-0068,2018-11-14,2018-10-30,2018-11-19,54.0,54.52,54.52,0.0,20,1,0,Late
DEL-0011494,PO-0011494,PRJ-0073,SUP-0278,MAT-0054,2018-08-08,2018-07-19,2018-07-20,60.0,59.21,59.21,0.0,1,0,0,On Time
DEL-0011495,PO-0011495,PRJ-0073,SUP-0229,MAT-0027,2018-05-24,2018-05-09,2018-05-10,20.0,20.18,20.18,0.0,1,0,0,On Time
DEL-0011496,PO-0011496,PRJ-0073,SUP-0310,MAT-0113,2018-05-31,2018-05-18,2018-05-31,86.0,89.57,89.57,0.0,13,1,0,Late
DEL-0011497,PO-0011497,PRJ-0073,SUP-0322,MAT-0113,2018-12-25,2018-12-11,2018-12-13,430.0,422.22,422.22,0.0,2,0,0,On Time
DEL-0011498,PO-0011498,PRJ-0073,SUP-0046,MAT-0092,2018-10-24,2018-10-03,2018-10-04,90.0,89.17,89.17,0.0,1,0,0,On Time
DEL-0011499,PO-0011499,PRJ-0073,SUP-0240,MAT-0083,2019-01-30,2019-01-15,2019-01-16,45.0,46.29,46.29,0.0,1,0,0,On Time
DEL-0011500,PO-0011500,PRJ-0073,SUP-0283,MAT-0068,2018-09-18,2018-09-07,2018-10-02,351.0,350.72,350.72,0.0,25,1,0,Late
DEL-0011501,PO-0011501,PRJ-0073,SUP-0086,MAT-0076,2018-11-16,2018-11-06,2018-11-27,546.0,533.52,533.52,0.0,21,1,0,Late
DEL-0011502,PO-0011502,PRJ-0073,SUP-0050,MAT-0116,2019-06-20,2019-05-31,2019-06-01,36.0,37.94,37.94,0.0,1,0,0,On Time
DEL-0011503,PO-0011503,PRJ-0073,SUP-0044,MAT-0093,2019-08-25,2019-08-07,2019-08-08,1183.0,1170.87,1170.87,0.0,1,0,0,On Time
DEL-0011504,PO-0011504,PRJ-0073,SUP-0115,MAT-0185,2019-04-21,2019-04-14,2019-04-17,288.0,279.08,279.08,0.0,3,1,0,Late
